Part Type,Manufacturer,Series,Part Name,HEM,In Shop,Part Ranking Score,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Frequency,Cores,Socket,Wattage,Can Overclock,Thermal Throttling,Voltage,Basic CPU Score,Score to value ratio,Default Memory Speed,% increase,Overclock Basic CPU Score,Overclock CPU score increase,Multiplier Step,Number of dies,Max Memory Channels,OC Base Voltage,OC Base Freq,CoreClockMultiplier,MemChannelsMultiplier,MemClockMultiplier,FinalAdjustment,DLC2 Random Jobs,Asset Path,Full Part Name
CPU,Intel,Intel Xeon W 1200,Xeon W-1290P,Y,Y,4666,1235,535,32,90,,PC,5200,10,LGA 1200,125,Y,100,1.2,13906,20.6,2666,2.5,7218,2.5,1.0,1.0,2,1.65,5600,0.011652,11.57727,0.004724,-49.6717,,Prefabs/Generic/CPU,Intel Xeon W-1290P
CPU,Intel,Intel Xeon W 2100,Xeon W-2102,Y,Y,1392,255,125,25,15,,,2900,4,LGA 2066,120,Y,95,1.35,4148,21.4,2666,18.6,4623,13.78,1.0,2.0,4,1.75,5400,0.005886,1.278305,0.001309,-11.74993,,Prefabs/Generic/CPU,Intel Xeon W-2102
CPU,Intel,Intel Xeon W 2100,Xeon W-2104,Y,Y,1448,275,125,25,15,,,3200,4,LGA 2066,120,Y,95,1.35,4317,21.4,2666,18.6,4623,14.78,1.0,2.0,4,1.75,5700,0.007886,1.278305,0.001309,-19.34993,,Prefabs/Generic/CPU,Intel Xeon W-2104
CPU,Intel,Intel Xeon W 2100,Xeon W-2123,Y,Y,1945,345,185,25,45,,,3900,4,LGA 2066,120,Y,95,1.35,5798,21.4,2666,18.6,4623,15.78,1.0,2.0,4,1.75,5500,0.008386,1.278305,0.001309,-21.84993,,Prefabs/Generic/CPU,Intel Xeon W-2123
CPU,Intel,Intel Xeon W 2100,Xeon W-2125,Y,Y,2187,385,215,25,45,,,4500,4,LGA 2066,120,Y,95,1.35,6517,21.4,2666,18.6,4623,18.78,1.0,2.0,4,1.75,5600,0.006694,1.918283,0.001084,-18.81382,,Prefabs/Generic/CPU,Intel Xeon W-2125
CPU,Intel,Intel Xeon W 2100,Xeon W-2133,Y,Y,2226,485,325,27,45,,,3900,6,LGA 2066,140,Y,95,1.35,6635,21.4,2666,18.6,4623,5.78,1.0,2.0,4,1.75,5100,0.007694,1.918283,0.001084,-18.30382,,Prefabs/Generic/CPU,Intel Xeon W-2133
CPU,Intel,Intel Xeon W 2100,Xeon W-2135,Y,Y,2479,545,375,27,45,,,4500,6,LGA 2066,140,Y,95,1.35,7388,21.4,2666,18.6,4623,8.78,1.0,2.0,4,1.75,5000,0.006223,1.918283,0.001084,-13.77382,,Prefabs/Generic/CPU,Intel Xeon W-2135
CPU,Intel,Intel Xeon W 2100,Xeon W-2145,Y,Y,3006,775,435,27,85,,,4500,8,LGA 2066,140,Y,95,1.35,8960,21.4,2666,18.6,4623,5.78,1.0,2.0,4,1.75,4800,0.007677,1.499261,0.002558,-17.29382,,Prefabs/Generic/CPU,Intel Xeon W-2145
CPU,Intel,Intel Xeon W 2100,Xeon W-2155,Y,Y,3565,975,535,28,25,,,4500,10,LGA 2066,140,Y,95,1.35,10624,21.4,2666,18.6,4623,3.78,1.0,2.0,4,1.75,4700,0.006835,2.227028,0.004214,-15.248815,,Prefabs/Generic/CPU,Intel Xeon W-2155
CPU,Intel,Intel Xeon W 2100,Xeon W-2175,Y,Y,3719,1015,635,28,45,,,4300,10,LGA 2066,140,Y,95,1.35,11084,21.4,2666,18.6,4623,5.78,1.0,2.0,4,1.75,4700,0.008674,3.557259,0.004726,-26.9319,,Prefabs/Generic/CPU,Intel Xeon W-2175
CPU,Intel,Intel Xeon W 2100,Xeon W-2195,Y,Y,3744,1550,850,27,45,,,4300,18,LGA 2066,140,Y,95,1.35,11158,9.5,2666,2.4,12946,5.64,0.5,2.0,4,1.75,4600,0.006234,3.990303,0.005258,-19.3401,,Prefabs/Generic/CPU,Intel Xeon W-2195
CPU,Intel,Intel Xeon W 2200,Xeon W-2223,Y,Y,1267,435,225,28,45,,,3900,4,LGA 2066,120,Y,95,1.35,3776,21.4,2666,18.6,4623,14.78,1.0,2.0,4,1.75,5800,0.009386,2.227028,0.001309,-36.32993,,Prefabs/Generic/CPU,Intel Xeon W-2223
CPU,Intel,Intel Xeon W 2200,Xeon W-2225,Y,Y,2328,495,265,28,45,,,4600,4,LGA 2066,105,Y,95,1.35,6937,21.4,2666,18.6,4623,23.78,1.0,2.0,4,1.75,5200,0.008694,1.918283,0.001084,-27.27382,,Prefabs/Generic/CPU,Intel Xeon W-2225
CPU,Intel,Intel Xeon W 2200,Xeon W-2235,Y,Y,2641,565,365,28,90,,,4600,6,LGA 2066,130,Y,95,1.35,7871,21.4,2666,18.6,4623,9.78,1.0,2.0,4,1.75,5400,0.008223,1.918283,0.001084,-21.97382,,Prefabs/Generic/CPU,Intel Xeon W-2235
CPU,Intel,Intel Xeon W 2200,Xeon W-2245,Y,Y,3576,750,485,29,90,,,4500,8,LGA 2066,155,Y,95,1.35,10659,21.4,2666,18.6,4623,8.78,1.0,2.0,4,1.75,5200,0.009677,1.499261,0.002558,-20.59382,,Prefabs/Generic/CPU,Intel Xeon W-2245
CPU,Intel,Intel Xeon W 2200,Xeon W-2255,Y,Y,3580,825,465,29,15,,,4500,10,LGA 2066,165,Y,95,1.35,10668,21.4,2666,18.6,4623,7.78,1.0,2.0,4,1.75,5100,0.008835,1.99928,0.004214,-23.18815,,Prefabs/Generic/CPU,Intel Xeon W-2255
CPU,Intel,Intel Xeon W 2200,Xeon W-2265,Y,Y,3581,1075,585,29,35,,,4600,12,LGA 2066,165,Y,95,1.35,10673,21.4,2666,18.6,4623,6.78,1.0,2.0,4,1.75,5100,0.007134,3.494896,0.00458,-23.18815,,Prefabs/Generic/CPU,Intel Xeon W-2265
CPU,Intel,Intel Xeon W 2200,Xeon W-2275,Y,Y,4079,1185,695,29,45,,,4600,14,LGA 2066,165,Y,95,1.35,12157,21.4,2666,18.6,4623,6.78,1.0,2.0,4,1.75,5000,0.009674,3.557259,0.004726,-30.5319,,Prefabs/Generic/CPU,Intel Xeon W-2275
CPU,Intel,Intel Xeon W 2200,Xeon W-2295,Y,Y,4079,1680,850,29,75,,,4600,18,LGA 2066,165,Y,95,1.35,12157,9.5,2666,2.4,12946,7.64,0.5,2.0,4,1.75,4900,0.007234,3.990303,0.005258,-22.4601,,Prefabs/Generic/CPU,Intel Xeon W-2295
CPU,Intel,Xeon Bronze 3100,Xeon Bronze 3104,Y,Y,1192,450,239,15,1,,,1700,6,LGA 3647-V3,85,Y,100,1.25,3555,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,2400,0.01346,2.678704,0.004513,-31.293514798657714,,Prefabs/Generic/CPU,Intel Xeon Bronze 3104
CPU,Intel,Xeon Bronze 3100,Xeon Bronze 3106,Y,Y,1325,530,307,15,35,,,1700,8,LGA 3647-V3,85,Y,100,1.25,3950,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,2300,0.01446,2.678704,0.004513,-31.66801144295302,,Prefabs/Generic/CPU,Intel Xeon Bronze 3106
CPU,Intel,Xeon Bronze 3100 (2P),Xeon Bronze 3104 (2P),Y,Y,1810,900,478,16,1,,,1700,12,LGA 3647-V3 (2P),170,Y,100,1.25,5396,19.7,2133,16.7,5768,17.09,1.0,4.0,4,1.6,2200,0.01346,2.678704,0.004513,-25.114018154362412,,Prefabs/Generic/CPU,Intel Xeon Bronze 3104 (2P)
CPU,Intel,Xeon Bronze 3100 (2P),Xeon Bronze 3106 (2P),Y,Y,2012,1060,614,16,35,,,1700,16,LGA 3647-V3 (2P),170,Y,100,1.25,5996,19.7,2133,16.7,5768,17.09,1.0,4.0,4,1.6,2100,0.01446,2.678704,0.004513,-24.801904060402684,,Prefabs/Generic/CPU,Intel Xeon Bronze 3106 (2P)
CPU,Intel,Xeon Bronze 3200,Xeon Bronze 3204,Y,Y,1301,500,290,26,1,,,1900,6,LGA 3647-V3,85,Y,100,1.25,3877,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.65,2500,0.01666,3.678704,0.005513,-45.114622181208055,,Prefabs/Generic/CPU,Intel Xeon Bronze 3204
CPU,Intel,Xeon Bronze 3200 (2P),Xeon Bronze 3204 (2P),Y,Y,1974,1000,580,27,1,,,1900,12,LGA 3647-V3 (2P),170,Y,100,1.25,5885,19.7,2133,16.7,5768,17.09,1.0,4.0,4,1.65,2300,0.01666,3.678704,0.005513,-38.378763120805374,,Prefabs/Generic/CPU,Intel Xeon Bronze 3204 (2P)
CPU,Intel,Xeon Gold 5100,Xeon Gold 5115,Y,Y,2763,1325,884,16,95,,,3200,10,LGA 3647-V3,85,Y,100,1.25,8235,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4000,0.01048,3.678704,0.005013,-31.30931681208054,,Prefabs/Generic/CPU,Intel Xeon Gold 5115
CPU,Intel,Xeon Gold 5100,Xeon Gold 5117,Y,Y,3134,1650,1201,16,95,,,2800,14,LGA 3647-V3,105,Y,100,1.25,9341,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,3600,0.010705,3.678704,0.005113,-24.245851711409394,,Prefabs/Generic/CPU,Intel Xeon Gold 5117
CPU,Intel,Xeon Gold 5100,Xeon Gold 5118,Y,Y,2974,1450,1000,17,50,,,3200,12,LGA 3647-V3,105,Y,100,1.25,8864,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,3900,0.012799,3.678704,0.005213,-37.042622852349,,Prefabs/Generic/CPU,Intel Xeon Gold 5118
CPU,Intel,Xeon Gold 5100,Xeon Gold 5120,Y,Y,3372,1869,1431,17,85,,,3200,14,LGA 3647-V3,105,Y,100,1.25,10051,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,3800,0.014106,3.678704,0.005113,-37.03185708053691,,Prefabs/Generic/CPU,Intel Xeon Gold 5120
CPU,Intel,Xeon Gold 5100,Xeon Gold 5122,Y,Y,2654,1200,807,17,95,,,3700,14,LGA 3647-V3,105,Y,100,1.25,7909,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,5200,0.009925,3.678704,0.005113,-35.80307654362416,,Prefabs/Generic/CPU,Intel Xeon Gold 5122
CPU,Intel,Xeon Gold 5100 (2P),Xeon Gold 5115 (2P),Y,Y,4194,2650,1768,17,95,,,3200,20,LGA 3647-V3 (2P),170,Y,100,1.25,12500,19.7,2133,16.7,5768,17.09,1.0,4.0,4,1.6,3800,0.01048,3.678704,0.005013,-16.99478661073826,,Prefabs/Generic/CPU,Intel Xeon Gold 5115 (2P)
CPU,Intel,Xeon Gold 5100 (2P),Xeon Gold 5117 (2P),Y,Y,4758,3300,2402,17,95,,,2800,28,LGA 3647-V3 (2P),210,Y,100,1.25,14179,19.7,2133,16.7,5768,17.09,1.0,4.0,4,1.6,3400,0.010705,3.678704,0.005113,-8.012167147651004,,Prefabs/Generic/CPU,Intel Xeon Gold 5117 (2P)
CPU,Intel,Xeon Gold 5100 (2P),Xeon Gold 5118 (2P),Y,Y,4515,2900,2000,18,50,,,3200,24,LGA 3647-V3 (2P),210,Y,100,1.25,13455,19.7,2133,16.7,5768,17.09,1.0,4.0,4,1.6,3700,0.012799,3.678704,0.005213,-21.638085939597318,,Prefabs/Generic/CPU,Intel Xeon Gold 5118 (2P)
CPU,Intel,Xeon Gold 5100 (2P),Xeon Gold 5120 (2P),Y,Y,5119,3738,2862,18,85,,,3200,28,LGA 3647-V3 (2P),210,Y,100,1.25,15257,19.7,2133,16.7,5768,17.09,1.0,4.0,4,1.6,3600,0.014106,3.678704,0.005113,-19.560655738255036,,Prefabs/Generic/CPU,Intel Xeon Gold 5120 (2P)
CPU,Intel,Xeon Gold 5100 (2P),Xeon Gold 5122 (2P),Y,Y,4028,2400,1614,18,95,,,3700,28,LGA 3647-V3 (2P),210,Y,100,1.25,12005,19.7,2133,16.7,5768,17.09,1.0,4.0,4,1.6,5000,0.009925,3.678704,0.005113,-22.055217483221476,,Prefabs/Generic/CPU,Intel Xeon Gold 5122 (2P)
CPU,Intel,Xeon Gold 5100 (4P),Xeon Gold 5115 (4P),Y,Y,5986,5300,3536,18,95,,,3200,40,LGA 3647-V3 (4P),340,Y,100,1.25,17838,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3200,0.01048,3.678704,0.005013,0.9177201006711382,,Prefabs/Generic/CPU,Intel Xeon Gold 5115 (4P)
CPU,Intel,Xeon Gold 5100 (4P),Xeon Gold 5117 (4P),Y,Y,6790,6600,4804,18,95,,,2800,56,LGA 3647-V3 (4P),420,Y,100,1.25,20234,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,2800,0.010705,3.678704,0.005113,12.306075134228191,,Prefabs/Generic/CPU,Intel Xeon Gold 5117 (4P)
CPU,Intel,Xeon Gold 5100 (4P),Xeon Gold 5118 (4P),Y,Y,6443,5800,4000,19,50,,,3200,48,LGA 3647-V3 (4P),420,Y,100,1.25,19201,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3200,0.012799,3.678704,0.005213,-2.357398691275172,,Prefabs/Generic/CPU,Intel Xeon Gold 5118 (4P)
CPU,Intel,Xeon Gold 5100 (4P),Xeon Gold 5120 (4P),Y,Y,7306,7476,5724,19,85,,,3200,56,LGA 3647-V3 (4P),420,Y,100,1.25,21772,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3200,0.014106,3.678704,0.005113,2.3019556711409326,,Prefabs/Generic/CPU,Intel Xeon Gold 5120 (4P)
CPU,Intel,Xeon Gold 5100 (4P),Xeon Gold 5122 (4P),Y,Y,5749,4800,3228,19,95,,,3700,56,LGA 3647-V3 (4P),420,Y,100,1.25,17132,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3700,0.009925,3.678704,0.005113,-4.851815469798657,,Prefabs/Generic/CPU,Intel Xeon Gold 5122 (4P)
CPU,Intel,Xeon Gold 5200,Xeon Gold 5215,Y,Y,3246,1450,1187,28,1,,,3400,10,LGA 3647-V3,85,Y,100,1.25,9674,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,4100,0.030917,4.578704,0.005513,-107.13580204697986,,Prefabs/Generic/CPU,Intel Xeon Gold 5215
CPU,Intel,Xeon Gold 5200,Xeon Gold 5217,Y,Y,3028,1355,1062,28,30,,,3400,8,LGA 3647-V3,115,Y,100,1.25,9025,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,4500,0.020213,4.578704,0.005655,-73.33989610067114,,Prefabs/Generic/CPU,Intel Xeon Gold 5217
CPU,Intel,Xeon Gold 5200,Xeon Gold 5218,Y,Y,4575,1675,1382,28,65,,,3900,16,LGA 3647-V3,125,Y,100,1.25,13634,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,4200,0.03727,4.578704,0.005655,-134.502253147651,,Prefabs/Generic/CPU,Intel Xeon Gold 5218
CPU,Intel,Xeon Gold 5200,Xeon Gold 5220,Y,Y,4848,1994,1701,28,90,,,3900,18,LGA 3647-V3,125,Y,100,1.25,14448,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,4100,0.04224,4.778704,0.006255,-153.7135095234899,,Prefabs/Generic/CPU,Intel Xeon Gold 5220
CPU,Intel,Xeon Gold 5200,Xeon Gold 5222,Y,Y,2689,1345,1051,29,25,,,3900,4,LGA 3647-V3,105,Y,100,1.25,8013,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,5300,0.021803,4.778704,0.006255,-95.59981355033558,,Prefabs/Generic/CPU,Intel Xeon Gold 5222
CPU,Intel,Xeon Gold 5200 (2P),Xeon Gold 5215 (2P),Y,Y,4927,2900,2374,29,1,,,3400,20,LGA 3647-V3 (2P),170,Y,100,1.25,14685,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,3900,0.030917,4.578704,0.005513,-90.32327855704698,,Prefabs/Generic/CPU,Intel Xeon Gold 5215 (2P)
CPU,Intel,Xeon Gold 5200 (2P),Xeon Gold 5217 (2P),Y,Y,4597,2710,2124,29,30,,,3400,16,LGA 3647-V3 (2P),230,Y,100,1.25,13699,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,4300,0.020213,4.578704,0.005655,-57.652144422818786,,Prefabs/Generic/CPU,Intel Xeon Gold 5217 (2P)
CPU,Intel,Xeon Gold 5200 (2P),Xeon Gold 5218 (2P),Y,Y,6945,3350,2764,29,65,,,3900,32,LGA 3647-V3 (2P),250,Y,100,1.25,20696,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,4000,0.03727,4.578704,0.005655,-110.8028840201342,,Prefabs/Generic/CPU,Intel Xeon Gold 5218 (2P)
CPU,Intel,Xeon Gold 5200 (2P),Xeon Gold 5220 (2P),Y,Y,7359,3988,3402,29,90,,,3900,36,LGA 3647-V3 (2P),250,Y,100,1.25,21932,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,3900,0.04224,4.778704,0.006255,-128.5992007986577,,Prefabs/Generic/CPU,Intel Xeon Gold 5220 (2P)
CPU,Intel,Xeon Gold 5200 (2P),Xeon Gold 5222 (2P),Y,Y,4081,2690,2102,30,25,,,3900,8,LGA 3647-V3 (2P),210,Y,100,1.25,12163,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,5100,0.021803,4.778704,0.006255,-81.67453167114094,,Prefabs/Generic/CPU,Intel Xeon Gold 5222 (2P)
CPU,Intel,Xeon Gold 5200 (4P),Xeon Gold 5215 (4P),Y,Y,7032,5800,4748,30,1,,,3400,40,LGA 3647-V3 (4P),340,Y,100,1.25,20955,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,3400,0.030917,4.578704,0.005513,-69.28070540268459,,Prefabs/Generic/CPU,Intel Xeon Gold 5215 (4P)
CPU,Intel,Xeon Gold 5200 (4P),Xeon Gold 5217 (4P),Y,Y,6560,5420,4248,30,30,,,3400,32,LGA 3647-V3 (4P),460,Y,100,1.25,19549,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,3400,0.020213,4.578704,0.005655,-38.021255161073825,,Prefabs/Generic/CPU,Intel Xeon Gold 5217 (4P)
CPU,Intel,Xeon Gold 5200 (4P),Xeon Gold 5218 (4P),Y,Y,9910,6700,5528,30,65,,,3900,64,LGA 3647-V3 (4P),500,Y,100,1.25,29533,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,3900,0.03727,4.578704,0.005655,-81.14664643624161,,Prefabs/Generic/CPU,Intel Xeon Gold 5218 (4P)
CPU,Intel,Xeon Gold 5200 (4P),Xeon Gold 5220 (4P),Y,Y,10502,7976,6804,30,90,,,3900,72,LGA 3647-V3 (4P),500,Y,100,1.25,31297,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,3900,0.04224,4.778704,0.006255,-97.1723766375839,,Prefabs/Generic/CPU,Intel Xeon Gold 5220 (4P)
CPU,Intel,Xeon Gold 5200 (4P),Xeon Gold 5222 (4P),Y,Y,5824,5380,4204,31,25,,,3900,16,LGA 3647-V3 (4P),420,Y,100,1.25,17357,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,3900,0.021803,4.778704,0.006255,-64.2449122080537,,Prefabs/Generic/CPU,Intel Xeon Gold 5222 (4P)
CPU,Intel,Xeon Gold 5300,Xeon Gold 5315Y,Y,Y,4437,1799,1388,36,5,,,3600,8,LGA 4189,150,Y,100,1.25,13223,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.75,4600,0.018223,6.578704,0.017333,-98.38282177852349,,Prefabs/Generic/CPU,Intel Xeon Gold 5315Y
CPU,Intel,Xeon Gold 5300,Xeon Gold 5317,Y,Y,4833,1999,1588,36,30,,,3600,12,LGA 4189,150,Y,100,1.25,14403,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.75,4600,0.016725,6.578704,0.017333,-89.03029023489933,,Prefabs/Generic/CPU,Intel Xeon Gold 5317
CPU,Intel,Xeon Gold 5300,Xeon Gold 5318Y,Y,Y,5158,3699,3261,36,55,,,3400,24,LGA 4189,165,Y,100,1.25,15372,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.75,4400,0.019835,6.578704,0.017333,-93.00761238255033,,Prefabs/Generic/CPU,Intel Xeon Gold 5318Y
CPU,Intel,Xeon Gold 5300,Xeon Gold 5320,Y,Y,5387,3899,3461,36,80,,,3400,26,LGA 4189,185,Y,100,1.25,16054,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.75,4400,0.020068,6.578704,0.017333,-91.51122177852349,,Prefabs/Generic/CPU,Intel Xeon Gold 5320
CPU,Intel,Xeon Gold 5300 (2P),Xeon Gold 5315Y (2P),Y,Y,6735,3598,2776,37,5,,,3600,16,LGA 4189 (2P),300,Y,100,1.25,20072,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.75,4400,0.018223,6.578704,0.017333,-75.39787546979866,,Prefabs/Generic/CPU,Intel Xeon Gold 5315Y (2P)
CPU,Intel,Xeon Gold 5300 (2P),Xeon Gold 5317 (2P),Y,Y,7336,3998,3176,37,30,,,3600,24,LGA 4189 (2P),300,Y,100,1.25,21863,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.75,4400,0.016725,6.578704,0.017333,-63.994202986577186,,Prefabs/Generic/CPU,Intel Xeon Gold 5317 (2P)
CPU,Intel,Xeon Gold 5300 (2P),Xeon Gold 5318Y (2P),Y,Y,7830,7398,6522,37,55,,,3400,48,LGA 4189 (2P),330,Y,100,1.25,23334,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.75,4200,0.019835,6.578704,0.017333,-66.28715600671141,,Prefabs/Generic/CPU,Intel Xeon Gold 5318Y (2P)
CPU,Intel,Xeon Gold 5300 (2P),Xeon Gold 5320 (2P),Y,Y,8177,7798,6922,37,80,,,3400,52,LGA 4189 (2P),370,Y,100,1.25,24369,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.75,4200,0.020068,6.578704,0.017333,-63.605275469798656,,Prefabs/Generic/CPU,Intel Xeon Gold 5320 (2P)
CPU,Intel,Xeon Gold 6100,Xeon Gold 6126,Y,Y,3335,1850,1337,18,15,,,3700,12,LGA 3647-V3,125,Y,100,1.25,9939,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4300,0.016757,3.878704,0.005513,-55.92259600671141,,Prefabs/Generic/CPU,Intel Xeon Gold 6126
CPU,Intel,Xeon Gold 6100,Xeon Gold 6128,Y,Y,2955,1550,1037,18,30,,,3700,6,LGA 3647-V3,115,Y,100,1.25,8807,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,5100,0.009457,3.878704,0.005683,-33.073863724832215,,Prefabs/Generic/CPU,Intel Xeon Gold 6128
CPU,Intel,Xeon Gold 6100,Xeon Gold 6130,Y,Y,3541,2250,1737,18,55,,,3700,16,LGA 3647-V3,125,Y,100,1.25,10555,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,3900,0.028537,3.878704,0.005893,-98.25202191275166,,Prefabs/Generic/CPU,Intel Xeon Gold 6130
CPU,Intel,Xeon Gold 6100,Xeon Gold 6132,Y,Y,3385,2150,1637,18,75,,,3700,14,LGA 3647-V3,140,Y,100,1.25,10090,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4200,0.01641,3.878704,0.006093,-55.36912459731545,,Prefabs/Generic/CPU,Intel Xeon Gold 6132
CPU,Intel,Xeon Gold 6100,Xeon Gold 6134,Y,Y,3385,1885,1325,18,95,,,3700,8,LGA 3647-V3,130,Y,100,1.25,10090,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4900,0.00653,3.878704,0.006093,-18.81312459731544,,Prefabs/Generic/CPU,Intel Xeon Gold 6134
CPU,Intel,Xeon Gold 6100,Xeon Gold 6136,Y,Y,3415,2150,1605,19,25,,,3700,12,LGA 3647-V3,150,Y,100,1.25,10177,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4700,0.010667,3.878704,0.006193,-34.04137828859061,,Prefabs/Generic/CPU,Intel Xeon Gold 6136
CPU,Intel,Xeon Gold 6100,Xeon Gold 6138,Y,Y,3885,2550,2005,19,55,,,3700,12,LGA 3647-V3,125,Y,100,1.25,11578,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,3900,0.023767,3.878704,0.006493,-78.44658030201343,,Prefabs/Generic/CPU,Intel Xeon Gold 6138
CPU,Intel,Xeon Gold 6100,Xeon Gold 6140,Y,Y,3655,2300,1975,19,90,,,3700,18,LGA 3647-V3,140,Y,100,1.25,10892,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4100,0.022505,3.878704,0.006493,-76.07919372483222,,Prefabs/Generic/CPU,Intel Xeon Gold 6140
CPU,Intel,Xeon Gold 6100,Xeon Gold 6142,Y,Y,3755,2375,2015,20,25,,,3700,16,LGA 3647-V3,150,Y,100,1.25,11190,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4200,0.0178505,3.878704,0.006493,-57.85754372483221,,Prefabs/Generic/CPU,Intel Xeon Gold 6142
CPU,Intel,Xeon Gold 6100,Xeon Gold 6144,Y,Y,3382,1999,1655,20,45,,,4200,8,LGA 3647-V3,150,Y,100,1.25,10081,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4900,0.014489,3.878704,0.006693,-56.815925939597314,,Prefabs/Generic/CPU,Intel Xeon Gold 6144
CPU,Intel,Xeon Gold 6100,Xeon Gold 6146,Y,Y,3735,2350,1955,20,70,,,4200,12,LGA 3647-V3,165,Y,100,1.25,11131,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4600,0.022569,3.878704,0.006693,-87.22508030201342,,Prefabs/Generic/CPU,Intel Xeon Gold 6146
CPU,Intel,Xeon Gold 6100,Xeon Gold 6148,Y,Y,3965,2750,2355,20,95,,,3700,20,LGA 3647-V3,150,Y,100,1.25,11817,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4100,0.01537,3.878704,0.006693,-47.00226687919463,,Prefabs/Generic/CPU,Intel Xeon Gold 6148
CPU,Intel,Xeon Gold 6100,Xeon Gold 6150,Y,Y,4165,2450,2025,21,25,,,3700,18,LGA 3647-V3,165,Y,100,1.25,12412,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4300,0.008799,3.878704,0.006893,-21.122878288590606,,Prefabs/Generic/CPU,Intel Xeon Gold 6150
CPU,Intel,Xeon Gold 6100,Xeon Gold 6152,Y,Y,4463,2885,2455,21,60,,,3700,22,LGA 3647-V3,140,Y,100,1.25,13300,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4000,0.013989,3.878704,0.006893,-37.34601251677852,,Prefabs/Generic/CPU,Intel Xeon Gold 6152
CPU,Intel,Xeon Gold 6100,Xeon Gold 6154,Y,Y,4235,2595,2155,21,85,,,3700,18,LGA 3647-V3,200,Y,100,1.25,12623,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,4400,0.010415,3.878704,0.006893,-26.394024597315436,,Prefabs/Generic/CPU,Intel Xeon Gold 6154
CPU,Intel,Xeon Gold 6100,Xeon Gold 6161,Y,Y,4565,2899,2459,22,1,,,3000,22,LGA 3647-V3,165,Y,100,1.25,13606,19.7,2133,16.7,5768,17.09,1.0,2.0,4,1.6,3600,0.00864,3.878704,0.006893,-10.479866879194631,,Prefabs/Generic/CPU,Intel Xeon Gold 6161
CPU,Intel,Xeon Gold 6100 (2P),Xeon Gold 6126 (2P),Y,Y,5062,3700,2674,19,15,,,3700,24,LGA 3647-V3 (2P),250,Y,100,1.25,15087,19.7,2133,16.7,5768,17.09,1.0,4.0,4,1.6,4100,0.016757,3.878704,0.005513,-38.64607922818792,,Prefabs/Generic/CPU,Intel Xeon Gold 6126 (2P)
