Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,Type,No Fan,Air Flow,AM4,LGA 1151 (Skylake),LGA 1151 (Kaby Lake),LGA 1151 (Coffee Lake),LGA 1200,TR4,sTRX4,LGA 2066,AM3+,FM2,FM2+,LGA 2011-V3,LGA 2566,LGA 3647-V1,LGA 3647-V3,LGA 4189,LGA 4189 (2P),LGA 4926,LGA 5903,SP3r1,SP3r2,SP6,LGA 3647-V3 (2P),LGA 3647-V3 (4P),LGA 3647-V3 (8P),LGA 4926 (2P),LGA 5903 (2P),SP3r1 (2P),SP3r2 (2P),SP6 (2P),CPU Socket List,CPU Socket List (HEM),Height,Size,Slots,Thickness,Air Pressure,DLC2 Random Jobs,Exclude From Random Jobs,Asset Path,Full Part Name
CPU Cooler - Air,ARCTIC,Freezer A13 X 4X,Y,,160,124,18,95,,,,Air Cooler,,160.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",137,,,,,,,v1_12_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_ARCTIC_FREEZER_AA13_X_MS,ARCTIC Freezer A13 X 4X
CPU Cooler - Air,ARCTIC,Freezer A13 X 8X,Y,,320,248,23,35,,,,Air Cooler,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",137,,,,,,,v1_12_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_ARCTIC_FREEZER_AA13_X_MS,ARCTIC Freezer A13 X 8X
CPU Cooler - Air,ARCTIC,Freezer A13 X CO,,Y,45,31,1,60,1.12,,,Air Cooler,,45.0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AM4,","AM4,",137,,,,,,,v1_12_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_ARCTIC_FREEZER_AA13_X_CO,ARCTIC Freezer A13 X CO
CPU Cooler - Air,ARCTIC,Freezer A13 X CO 2X,Y,,90,62,16,1,,,,Air Cooler,,90.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",137,,,,,,,v1_12_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_ARCTIC_FREEZER_AA13_X_CO,ARCTIC Freezer A13 X CO 2X
CPU Cooler - Air,ARCTIC,Freezer A13 X CO 4X,Y,,180,124,18,95,,,,Air Cooler,,180.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",137,,,,,,,v1_12_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_ARCTIC_FREEZER_AA13_X_CO,ARCTIC Freezer A13 X CO 4X
CPU Cooler - Air,ARCTIC,Freezer A13 X CO 8X,Y,,360,248,23,35,,,,Air Cooler,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",137,,,,,,,v1_12_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_ARCTIC_FREEZER_AA13_X_CO,ARCTIC Freezer A13 X CO 8X
CPU Cooler - Air,ARCTIC,Freezer Xtreme,,Y,170,57,30,1,1.15,,,Air Cooler,,100.0,Y,Y,Y,Y,Y,,,Y,Y,Y,,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",140,,,,2.1,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/Artic/AC_Arctic_Freezer_Xtreme,ARCTIC Freezer Xtreme
CPU Cooler - Air,be quiet!,Dark Rock 4,,Y,75,25,28,60,1.1,,,Air Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCK4,be quiet! Dark Rock 4
CPU Cooler - Air,be quiet!,Dark Rock 4 2X,Y,Y,150,50,28,60,,,,Air Cooler,,210.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCK4,be quiet! Dark Rock 4 2X
CPU Cooler - Air,be quiet!,Dark Rock 4 4X,Y,Y,300,100,28,60,,,,Air Cooler,,420.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCK4,be quiet! Dark Rock 4 4X
CPU Cooler - Air,be quiet!,Dark Rock 4 8X,Y,Y,600,200,28,60,,,,Air Cooler,,840.0,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,,"LGA 3647-V3 (4P), LGA 4189 (2P), LGA 4926 (2P),",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCK4,be quiet! Dark Rock 4 8X
CPU Cooler - Air,be quiet!,Dark Rock Pro 4,,Y,90,30,28,60,1.1,,,Air Cooler,,110.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",163,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKPRO4,be quiet! Dark Rock Pro 4
CPU Cooler - Air,be quiet!,Dark Rock Pro 4 2X,Y,Y,180,60,28,60,,,,Air Cooler,,220.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",163,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKPRO4,be quiet! Dark Rock Pro 4 2X
CPU Cooler - Air,be quiet!,Dark Rock Pro 4 4X,Y,Y,360,120,28,60,,,,Air Cooler,,440.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",163,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKPRO4,be quiet! Dark Rock Pro 4 4X
CPU Cooler - Air,be quiet!,Dark Rock Pro 4 8X,Y,Y,720,240,28,60,,,,Air Cooler,,880.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",163,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKPRO4,be quiet! Dark Rock Pro 4 8X
CPU Cooler - Air,be quiet!,Dark Rock Pro TR4,,Y,90,30,28,60,1.1,,,Air Cooler,,110.0,,,,,,Y,Y,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,"TR4, sTRX4,","TR4, sTRX4, SP3r1, SP3r2, SP6,",163,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKPROTR4,be quiet! Dark Rock Pro TR4
CPU Cooler - Air,be quiet!,Dark Rock Pro TR4 2X,Y,Y,180,60,28,60,,,,Air Cooler,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,"SP3r1 (2P), SP3r2 (2P), SP6 (2P),",163,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKPROTR4,be quiet! Dark Rock Pro TR4 2X
CPU Cooler - Air,be quiet!,Dark Rock Pro TR4/SP3/SP6,Y,Y,150,85,29,60,,,,Air Cooler,,155.0,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,"TR4, sTRX4, SP3r1,",163,,,,1.5,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKPROTR4,be quiet! Dark Rock Pro TR4/SP3/SP6
CPU Cooler - Air,be quiet!,Dark Rock Slim,,Y,60,20,21,70,1.8,,,Air Cooler,,90.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",159,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_DARKROCK_SLIM,be quiet! Dark Rock Slim
CPU Cooler - Air,be quiet!,Dark Rock Slim 2X,Y,Y,120,40,21,70,,,,Air Cooler,,180.0,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,"LGA 3647-V3 (2P),",159,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_DARKROCK_SLIM,be quiet! Dark Rock Slim 2X
CPU Cooler - Air,be quiet!,Dark Rock Slim 4X,Y,Y,240,80,21,70,,,,Air Cooler,,360.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",159,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_DARKROCK_SLIM,be quiet! Dark Rock Slim 4X
CPU Cooler - Air,be quiet!,Dark Rock Slim 8X,Y,Y,480,160,23,35,,,,Air Cooler,,720.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",159,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_DARKROCK_SLIM,be quiet! Dark Rock Slim 8X
CPU Cooler - Air,be quiet!,Dark Rock TF,,Y,85,28,28,60,1.1,,,Air Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",131,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKTF,be quiet! Dark Rock TF
CPU Cooler - Air,be quiet!,Dark Rock TF 2,,Y,160,53,22,1,1.15,,,Air Cooler,,90.0,Y,Y,Y,Y,Y,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",134,,,,,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/Bequiet/AC_Bequiet_Dark_Rock_TF_2,be quiet! Dark Rock TF 2
CPU Cooler - Air,be quiet!,Dark Rock TF 2X,Y,Y,170,56,28,60,,,,Air Cooler,,210.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",131,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKTF,be quiet! Dark Rock TF 2X
CPU Cooler - Air,be quiet!,Dark Rock TF 4X,Y,Y,340,112,28,60,,,,Air Cooler,,420.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",131,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKTF,be quiet! Dark Rock TF 4X
CPU Cooler - Air,be quiet!,Dark Rock TF 8X,Y,Y,680,224,28,60,,,,Air Cooler,,840.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",131,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKTF,be quiet! Dark Rock TF 8X
CPU Cooler - Air,be quiet!,Pure Rock,,Y,30,10,27,40,1.1,,,Air Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_PUREROCK,be quiet! Pure Rock
CPU Cooler - Air,be quiet!,Pure Rock 2 (Black),,Y,45,15,21,70,1.8,,,Air Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",155,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_PUREROCK_2_Black,be quiet! Pure Rock 2 (Black)
CPU Cooler - Air,be quiet!,Pure Rock 2 (Black) 2X,Y,Y,90,30,21,70,,,,Air Cooler,,210.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",155,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_PUREROCK_2_Black,be quiet! Pure Rock 2 (Black) 2X
CPU Cooler - Air,be quiet!,Pure Rock 2 (Black) 4X,Y,Y,180,60,21,70,,,,Air Cooler,,420.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",155,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_PUREROCK_2_Black,be quiet! Pure Rock 2 (Black) 4X
CPU Cooler - Air,be quiet!,Pure Rock 2 (Black) 8X,Y,Y,360,120,23,35,,,,Air Cooler,,840.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",155,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_PUREROCK_2_Black,be quiet! Pure Rock 2 (Black) 8X
CPU Cooler - Air,be quiet!,Pure Rock 2 (Silver),,Y,45,15,21,70,1.8,,,Air Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",155,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_PUREROCK_2,be quiet! Pure Rock 2 (Silver)
CPU Cooler - Air,be quiet!,Pure Rock 2 (Silver) 2X,Y,Y,90,30,21,70,,,,Air Cooler,,210.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",155,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_PUREROCK_2,be quiet! Pure Rock 2 (Silver) 2X
CPU Cooler - Air,be quiet!,Pure Rock 2 (Silver) 4X,Y,Y,180,60,21,70,,,,Air Cooler,,420.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",155,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_PUREROCK_2,be quiet! Pure Rock 2 (Silver) 4X
CPU Cooler - Air,be quiet!,Pure Rock 2 (Silver) 8X,Y,Y,360,120,23,35,,,,Air Cooler,,840.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",155,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_PUREROCK_2,be quiet! Pure Rock 2 (Silver) 8X
CPU Cooler - Air,be quiet!,Pure Rock 2X,Y,Y,60,20,27,40,,,,Air Cooler,,210.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_PUREROCK,be quiet! Pure Rock 2X
CPU Cooler - Air,be quiet!,Pure Rock 4X,Y,Y,120,40,27,40,,,,Air Cooler,,420.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_PUREROCK,be quiet! Pure Rock 4X
CPU Cooler - Air,be quiet!,Pure Rock 8X,Y,Y,240,80,27,40,,,,Air Cooler,,840.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_PUREROCK,be quiet! Pure Rock 8X
CPU Cooler - Air,be quiet!,Pure Rock Slim,,Y,25,8,27,40,1.1,,,Air Cooler,,100.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",125,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_PUREROCKSLIM,be quiet! Pure Rock Slim
CPU Cooler - Air,be quiet!,Pure Rock Slim 2X,Y,Y,50,16,27,40,,,,Air Cooler,,200.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",125,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_PUREROCKSLIM,be quiet! Pure Rock Slim 2X
CPU Cooler - Air,be quiet!,Pure Rock Slim 4X,Y,Y,100,32,27,40,,,,Air Cooler,,400.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",125,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_PUREROCKSLIM,be quiet! Pure Rock Slim 4X
CPU Cooler - Air,be quiet!,Pure Rock Slim 8X,Y,Y,200,64,27,40,,,,Air Cooler,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",125,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_PUREROCKSLIM,be quiet! Pure Rock Slim 8X
CPU Cooler - Air,be quiet!,Shadow Rock 2,,Y,50,17,23,30,1.1,,,Air Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCK2,be quiet! Shadow Rock 2
CPU Cooler - Air,be quiet!,Shadow Rock 2 2X,Y,Y,100,34,23,30,,,,Air Cooler,,210.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCK2,be quiet! Shadow Rock 2 2X
CPU Cooler - Air,be quiet!,Shadow Rock 2 4X,Y,Y,200,68,23,30,,,,Air Cooler,,420.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCK2,be quiet! Shadow Rock 2 4X
CPU Cooler - Air,be quiet!,Shadow Rock 2 8X,Y,Y,400,136,23,35,,,,Air Cooler,,840.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCK2,be quiet! Shadow Rock 2 8X
CPU Cooler - Air,be quiet!,Shadow Rock 3,,Y,45,15,21,70,1.8,,,Air Cooler,,110.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",163,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCK_3,be quiet! Shadow Rock 3
CPU Cooler - Air,be quiet!,Shadow Rock 3 2X,Y,Y,90,30,21,70,,,,Air Cooler,,220.0,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,"LGA 3647-V3 (2P),",163,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCK_3,be quiet! Shadow Rock 3 2X
CPU Cooler - Air,be quiet!,Shadow Rock 3 4X,Y,Y,180,60,21,70,,,,Air Cooler,,440.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",163,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCK_3,be quiet! Shadow Rock 3 4X
CPU Cooler - Air,be quiet!,Shadow Rock 3 8X,Y,Y,360,120,23,35,,,,Air Cooler,,880.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",163,,,,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCK_3,be quiet! Shadow Rock 3 8X
CPU Cooler - Air,be quiet!,Shadow Rock LP,,Y,45,15,23,30,1.1,,,Air Cooler,,45.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",76,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKLP,be quiet! Shadow Rock LP
CPU Cooler - Air,be quiet!,Shadow Rock LP 2X,Y,Y,90,30,23,30,,,,Air Cooler,,90.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",76,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKLP,be quiet! Shadow Rock LP 2X
CPU Cooler - Air,be quiet!,Shadow Rock LP 4X,Y,Y,180,60,23,30,,,,Air Cooler,,180.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",76,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKLP,be quiet! Shadow Rock LP 4X
CPU Cooler - Air,be quiet!,Shadow Rock LP 8X,Y,Y,360,120,23,35,,,,Air Cooler,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",76,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKLP,be quiet! Shadow Rock LP 8X
CPU Cooler - Air,be quiet!,Shadow Rock Slim,,Y,50,17,23,30,1.1,,,Air Cooler,,70.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",161,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKSLIM,be quiet! Shadow Rock Slim
