Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,Size (GB),Frequency,RAM Type,Voltage,Size each (GB),Number,Price per GB,Part Name (Base),DLC2 Random Jobs,OC Base Voltage,OC Base Freq,Asset Path,Full Part Name
Memory,ADATA,XPG Z1 8 GB 4133 MHz,,Y,160,53,17,1,1.0,,,8,4133,DDR4,1.4,8,1,20.0,XPG Z1,,1.65,4422,Prefabs/RAM/XPG/XPG_Z1_DDR4,ADATA XPG Z1 8 GB 4133 MHz
Memory,ADATA,XPG Z1 8 GB 4266 MHz,,Y,180,60,22,1,1.0,,,8,4266,DDR4,1.4,8,1,22.5,XPG Z1,,1.65,4564,Prefabs/RAM/XPG/XPG_Z1_DDR4,ADATA XPG Z1 8 GB 4266 MHz
Memory,ADATA,XPG Z1 8 GB 4400 MHz,,Y,220,73,24,1,1.0,,,8,4400,DDR4,1.4,8,1,27.5,XPG Z1,,1.65,4708,Prefabs/RAM/XPG/XPG_Z1_DDR4,ADATA XPG Z1 8 GB 4400 MHz
Memory,ADATA,XPG Z1 8 GB 4600 MHz,,Y,280,93,28,1,1.0,,,8,4600,DDR4,1.5,8,1,35.0,XPG Z1,,1.65,4922,Prefabs/RAM/XPG/XPG_Z1_DDR4,ADATA XPG Z1 8 GB 4600 MHz
Memory,ADATA,XPG Z2 16 GB 8400 MHz,Y,Y,1000,825,37,25,,,,16,8400,DDR5,1.2,16,1,27.5,XPG Z2,,1.9,9000,Prefabs/RAM/XPG/XPG_Z1_DDR4,ADATA XPG Z2 16 GB 8400 MHz
Memory,ADATA,XPG Z2 32 GB 8400 MHz,Y,Y,1085,910,38,25,,,,32,8400,DDR5,1.2,32,1,27.5,XPG Z2,,1.9,8875,Prefabs/RAM/XPG/XPG_Z1_DDR4,ADATA XPG Z2 32 GB 8400 MHz
Memory,ADATA,XPG Z2 64 GB 8400 MHz,Y,Y,1435,1160,39,75,,,,64,8400,DDR5,1.2,64,1,27.5,XPG Z2,,1.9,8675,Prefabs/RAM/XPG/XPG_Z1_DDR4,ADATA XPG Z2 64 GB 8400 MHz
Memory,ADATA,XPG Z2 8 GB 8400 MHz,Y,Y,860,685,37,25,,,,8,8400,DDR5,1.2,8,1,27.5,XPG Z2,,1.9,9200,Prefabs/RAM/XPG/XPG_Z1_DDR4,ADATA XPG Z2 8 GB 8400 MHz
Memory,Colorful,CVN Guardian DDR4 16 GB 3200 MHz,,Y,220,73,31,1,1.13,PC,RGB,16,3200,DDR4,1.35,16,1,13.8,CVN Guardian DDR4,,1.65,3424,v1_13_0/Prefabs/RAM/Colorful/RAM_Colorful_CVN_Guardian_DDR4_16G_3200,Colorful CVN Guardian DDR4 16 GB 3200 MHz
Memory,Colorful,CVN Guardian DDR4 8 GB 2666 MHz,,Y,90,30,31,1,1.13,PC,RGB,8,2666,DDR4,1.2,8,1,11.3,CVN Guardian DDR4,,1.65,2852,v1_13_0/Prefabs/RAM/Colorful/RAM_Colorful_CVN_Guardian_DDR4_16G_3200,Colorful CVN Guardian DDR4 8 GB 2666 MHz
Memory,Colorful,CVN Guardian DDR4 8 GB 3200 MHz,,Y,120,40,31,1,1.13,PC,RGB,8,3200,DDR4,1.35,8,1,15.0,CVN Guardian DDR4,,1.65,3424,v1_13_0/Prefabs/RAM/Colorful/RAM_Colorful_CVN_Guardian_DDR4_16G_3200,Colorful CVN Guardian DDR4 8 GB 3200 MHz
Memory,Colorful,iGame Vulcan DDR4 8 GB 3600 MHz,,Y,130,43,31,1,1.13,PC,RGB,8,3600,DDR4,1.35,8,1,16.3,iGame Vulcan DDR4,,1.65,3852,v1_13_0/Prefabs/RAM/Colorful/RAM_Colorful_iGame_Vulcan_DDR4_8G_4266,Colorful iGame Vulcan DDR4 8 GB 3600 MHz
Memory,Colorful,iGame Vulcan DDR4 8 GB 4266 MHz,,Y,190,63,31,1,1.13,PC,RGB,8,4266,DDR4,1.4,8,1,23.8,iGame Vulcan DDR4,,1.65,4564,v1_13_0/Prefabs/RAM/Colorful/RAM_Colorful_iGame_Vulcan_DDR4_8G_4266,Colorful iGame Vulcan DDR4 8 GB 4266 MHz
Memory,CORSAIR,Dominator Platinum 16 GB 2400 MHz,,Y,135,45,8,10,1.0,,White,16,2400,DDR4,1.2,16,1,8.4,Dominator Platinum,,1.65,2568,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 16 GB 2400 MHz
Memory,CORSAIR,Dominator Platinum 16 GB 2666 MHz,,Y,155,52,6,70,1.0,,White,16,2666,DDR4,1.2,16,1,9.7,Dominator Platinum,,1.65,2852,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 16 GB 2666 MHz
Memory,CORSAIR,Dominator Platinum 16 GB 2800 MHz,,Y,175,58,6,15,1.0,,White,16,2800,DDR4,1.2,16,1,10.9,Dominator Platinum,,1.65,2996,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 16 GB 2800 MHz
Memory,CORSAIR,Dominator Platinum 16 GB 3000 MHz,,Y,195,65,6,75,1.0,,White,16,3000,DDR4,1.35,16,1,12.2,Dominator Platinum,,1.65,3210,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 16 GB 3000 MHz
Memory,CORSAIR,Dominator Platinum 16 GB 3200 MHz,,Y,215,72,8,50,1.0,,White,16,3200,DDR4,1.35,16,1,13.4,Dominator Platinum,,1.65,3424,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 16 GB 3200 MHz
Memory,CORSAIR,Dominator Platinum 4 GB 2666 MHz,,Y,50,17,6,50,1.0,,White,4,2666,DDR4,1.2,4,1,12.5,Dominator Platinum,,1.65,2852,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 4 GB 2666 MHz
Memory,CORSAIR,Dominator Platinum 4 GB 3000 MHz,,Y,60,20,6,30,1.0,,White,4,3000,DDR4,1.35,4,1,15.0,Dominator Platinum,,1.65,3210,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 4 GB 3000 MHz
Memory,CORSAIR,Dominator Platinum 4 GB 3200 MHz,,Y,65,22,8,1,1.0,,White,4,3200,DDR4,1.35,4,1,16.3,Dominator Platinum,,1.65,3424,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 4 GB 3200 MHz
Memory,CORSAIR,Dominator Platinum 4 GB 4000 MHz,,Y,80,27,14,30,1.0,,White,4,4000,DDR4,1.35,4,1,20.0,Dominator Platinum,,1.65,4280,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 4 GB 4000 MHz
Memory,CORSAIR,Dominator Platinum 8 GB 2400 MHz,,Y,75,25,6,1,1.0,,White,8,2400,DDR4,1.2,8,1,9.4,Dominator Platinum,,1.65,2568,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 8 GB 2400 MHz
Memory,CORSAIR,Dominator Platinum 8 GB 2666 MHz,,Y,85,28,6,60,1.0,,White,8,2666,DDR4,1.2,8,1,10.6,Dominator Platinum,,1.65,2852,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 8 GB 2666 MHz
Memory,CORSAIR,Dominator Platinum 8 GB 2800 MHz,,Y,95,32,6,1,1.0,,White,8,2800,DDR4,1.2,8,1,11.9,Dominator Platinum,,1.65,2996,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 8 GB 2800 MHz
Memory,CORSAIR,Dominator Platinum 8 GB 3000 MHz,,Y,105,35,6,60,1.0,,White,8,3000,DDR4,1.35,8,1,13.1,Dominator Platinum,,1.65,3210,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 8 GB 3000 MHz
Memory,CORSAIR,Dominator Platinum 8 GB 3200 MHz,,Y,115,38,8,1,1.0,,White,8,3200,DDR4,1.35,8,1,14.4,Dominator Platinum,,1.65,3424,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 8 GB 3200 MHz
Memory,CORSAIR,Dominator Platinum 8 GB 3600 MHz,,Y,125,42,10,1,1.0,,White,8,3600,DDR4,1.35,8,1,15.6,Dominator Platinum,,1.65,3852,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 8 GB 3600 MHz
Memory,CORSAIR,Dominator Platinum 8 GB 3733 MHz,,Y,135,45,12,1,1.0,,White,8,3733,DDR4,1.35,8,1,16.9,Dominator Platinum,,1.65,3994,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum 8 GB 3733 MHz
Memory,CORSAIR,Dominator Platinum DDR5 16 GB 9400 MHz,Y,Y,1145,970,38,1,,,White,16,9400,DDR5,1.2,16,1,16.9,Dominator Platinum DDR5,,1.95,10200,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum DDR5 16 GB 9400 MHz
Memory,CORSAIR,Dominator Platinum DDR5 8 GB 9400 MHz,Y,Y,1055,880,38,1,,,White,8,9400,DDR5,1.2,8,1,16.9,Dominator Platinum DDR5,,1.95,10400,Prefabs/RAM/Corsair/Dominator,CORSAIR Dominator Platinum DDR5 8 GB 9400 MHz
Memory,CORSAIR,Dominator Platinum DDR5 CONTRAST 8 GB 9800 MHz,Y,Y,1100,925,38,55,,PC,White,8,9800,DDR5,1.25,8,1,15.4,Dominator Platinum DDR5 CONTRAST,,1.95,10800,v1_9_0/Prefabs/RAM/Corsair/RAM_Corsair_Dominator_Platinum_Contrast,CORSAIR Dominator Platinum DDR5 CONTRAST 8 GB 9800 MHz
Memory,CORSAIR,Dominator Platinum RGB (Black) 16 GB 3200 MHz,,Y,220,73,28,1,1.15,PC,RGB,16,3200,DDR4,1.35,16,1,13.8,Dominator Platinum RGB (Black),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM,CORSAIR Dominator Platinum RGB (Black) 16 GB 3200 MHz
Memory,CORSAIR,Dominator Platinum RGB (Black) 16 GB 3600 MHz,,Y,240,80,28,1,1.15,PC,RGB,16,3600,DDR4,1.35,16,1,15.0,Dominator Platinum RGB (Black),,1.65,3852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM,CORSAIR Dominator Platinum RGB (Black) 16 GB 3600 MHz
Memory,CORSAIR,Dominator Platinum RGB (Black) 16 GB 4000 MHz,,Y,280,93,28,1,1.15,PC,RGB,16,4000,DDR4,1.35,16,1,17.5,Dominator Platinum RGB (Black),,1.65,4280,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM,CORSAIR Dominator Platinum RGB (Black) 16 GB 4000 MHz
Memory,CORSAIR,Dominator Platinum RGB (Black) 16 GB 4800 MHz,,Y,840,280,28,1,1.15,PC,RGB,16,4800,DDR4,1.35,16,1,52.5,Dominator Platinum RGB (Black),,1.65,5136,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM,CORSAIR Dominator Platinum RGB (Black) 16 GB 4800 MHz
Memory,CORSAIR,Dominator Platinum RGB (Black) 8 GB 3200 MHz,,Y,120,40,28,1,1.15,PC,RGB,8,3200,DDR4,1.35,8,1,15.0,Dominator Platinum RGB (Black),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM,CORSAIR Dominator Platinum RGB (Black) 8 GB 3200 MHz
Memory,CORSAIR,Dominator Platinum RGB (Black) 8 GB 3600 MHz,,Y,130,43,28,1,1.15,PC,RGB,8,3600,DDR4,1.35,8,1,16.3,Dominator Platinum RGB (Black),,1.65,3852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM,CORSAIR Dominator Platinum RGB (Black) 8 GB 3600 MHz
Memory,CORSAIR,Dominator Platinum RGB (Black) 8 GB 4000 MHz,,Y,150,50,28,1,1.15,PC,RGB,8,4000,DDR4,1.35,8,1,18.8,Dominator Platinum RGB (Black),,1.65,4280,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM,CORSAIR Dominator Platinum RGB (Black) 8 GB 4000 MHz
Memory,CORSAIR,Dominator Platinum RGB (Black) 8 GB 4800 MHz,,Y,430,143,28,1,1.15,PC,RGB,8,4800,DDR4,1.35,8,1,53.8,Dominator Platinum RGB (Black),,1.65,5136,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM,CORSAIR Dominator Platinum RGB (Black) 8 GB 4800 MHz
Memory,CORSAIR,Dominator Platinum RGB (White) 16 GB 3200 MHz,,Y,220,73,28,1,1.15,PC,RGB,16,3200,DDR4,1.35,16,1,13.8,Dominator Platinum RGB (White),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM_WHITE,CORSAIR Dominator Platinum RGB (White) 16 GB 3200 MHz
Memory,CORSAIR,Dominator Platinum RGB (White) 16 GB 3600 MHz,,Y,240,80,28,1,1.15,PC,RGB,16,3600,DDR4,1.35,16,1,15.0,Dominator Platinum RGB (White),,1.65,3852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM_WHITE,CORSAIR Dominator Platinum RGB (White) 16 GB 3600 MHz
Memory,CORSAIR,Dominator Platinum RGB (White) 16 GB 4000 MHz,,Y,280,93,28,1,1.15,PC,RGB,16,4000,DDR4,1.35,16,1,17.5,Dominator Platinum RGB (White),,1.65,4280,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM_WHITE,CORSAIR Dominator Platinum RGB (White) 16 GB 4000 MHz
Memory,CORSAIR,Dominator Platinum RGB (White) 16 GB 4800 MHz,,Y,840,280,28,1,1.15,PC,RGB,16,4800,DDR4,1.35,16,1,52.5,Dominator Platinum RGB (White),,1.65,5136,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM_WHITE,CORSAIR Dominator Platinum RGB (White) 16 GB 4800 MHz
Memory,CORSAIR,Dominator Platinum RGB (White) 8 GB 3200 MHz,,Y,120,40,28,1,1.15,PC,RGB,8,3200,DDR4,1.35,8,1,15.0,Dominator Platinum RGB (White),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM_WHITE,CORSAIR Dominator Platinum RGB (White) 8 GB 3200 MHz
Memory,CORSAIR,Dominator Platinum RGB (White) 8 GB 3600 MHz,,Y,130,43,28,1,1.15,PC,RGB,8,3600,DDR4,1.35,8,1,16.3,Dominator Platinum RGB (White),,1.65,3852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM_WHITE,CORSAIR Dominator Platinum RGB (White) 8 GB 3600 MHz
Memory,CORSAIR,Dominator Platinum RGB (White) 8 GB 4000 MHz,,Y,150,50,28,1,1.15,PC,RGB,8,4000,DDR4,1.35,8,1,18.8,Dominator Platinum RGB (White),,1.65,4280,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM_WHITE,CORSAIR Dominator Platinum RGB (White) 8 GB 4000 MHz
Memory,CORSAIR,Dominator Platinum RGB (White) 8 GB 4800 MHz,,Y,430,143,28,1,1.15,PC,RGB,8,4800,DDR4,1.35,8,1,53.8,Dominator Platinum RGB (White),,1.65,5136,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_DOMINATOR_PLATINUM_RGB_DDR4_DRAM_WHITE,CORSAIR Dominator Platinum RGB (White) 8 GB 4800 MHz
Memory,CORSAIR,Dominator Platinum Special Edition CONTRAST 8 GB 3466 MHz,,Y,123,41,28,1,1.9,PC,White,8,3466,DDR4,1.35,8,1,15.4,Dominator Platinum Special Edition CONTRAST,,1.65,3708,v1_9_0/Prefabs/RAM/Corsair/RAM_Corsair_Dominator_Platinum_Contrast,CORSAIR Dominator Platinum Special Edition CONTRAST 8 GB 3466 MHz
Memory,CORSAIR,Vengeance LPX (Black) 16 GB 2400 MHz,,Y,130,43,28,1,1.15,PC,,16,2400,DDR4,1.35,16,1,8.1,Vengeance LPX (Black),,1.65,2568,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 16 GB 2400 MHz
Memory,CORSAIR,Vengeance LPX (Black) 16 GB 2666 MHz,,Y,150,50,28,1,1.15,PC,,16,2666,DDR4,1.35,16,1,9.4,Vengeance LPX (Black),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 16 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (Black) 16 GB 3200 MHz,,Y,210,70,28,1,1.15,PC,,16,3200,DDR4,1.35,16,1,13.1,Vengeance LPX (Black),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 16 GB 3200 MHz
Memory,CORSAIR,Vengeance LPX (Black) 16 GB 3600 MHz,,Y,230,77,28,1,1.15,PC,,16,3600,DDR4,1.35,16,1,14.4,Vengeance LPX (Black),,1.65,3852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 16 GB 3600 MHz
Memory,CORSAIR,Vengeance LPX (Black) 32 GB 2666 MHz,,Y,285,95,28,1,1.15,PC,,32,2666,DDR4,1.35,32,1,8.9,Vengeance LPX (Black),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 32 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (Black) 32 GB 3200 MHz,,Y,405,135,28,1,1.15,PC,,32,3200,DDR4,1.35,32,1,12.7,Vengeance LPX (Black),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 32 GB 3200 MHz
Memory,CORSAIR,Vengeance LPX (Black) 32 GB 3600 MHz,,Y,445,148,28,1,1.15,PC,,32,3600,DDR4,1.35,32,1,13.9,Vengeance LPX (Black),,1.65,3852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 32 GB 3600 MHz
Memory,CORSAIR,Vengeance LPX (Black) 4 GB 2133 MHz,,Y,35,12,28,1,1.15,PC,,4,2133,DDR4,1.35,4,1,8.8,Vengeance LPX (Black),,1.65,2282,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 4 GB 2133 MHz
Memory,CORSAIR,Vengeance LPX (Black) 4 GB 2400 MHz,,Y,40,13,28,1,1.15,PC,,4,2400,DDR4,1.35,4,1,10.0,Vengeance LPX (Black),,1.65,2568,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 4 GB 2400 MHz
Memory,CORSAIR,Vengeance LPX (Black) 4 GB 2666 MHz,,Y,45,15,28,1,1.15,PC,,4,2666,DDR4,1.35,4,1,11.3,Vengeance LPX (Black),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 4 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (Black) 8 GB 2400 MHz,,Y,70,23,28,1,1.15,PC,,8,2400,DDR4,1.35,8,1,8.8,Vengeance LPX (Black),,1.65,2568,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 8 GB 2400 MHz
Memory,CORSAIR,Vengeance LPX (Black) 8 GB 2666 MHz,,Y,80,27,28,1,1.15,PC,,8,2666,DDR4,1.35,8,1,10.0,Vengeance LPX (Black),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 8 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (Black) 8 GB 2933 MHz,,Y,96,32,28,1,1.15,PC,,8,2933,DDR4,1.35,8,1,12.0,Vengeance LPX (Black),,1.65,3138,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 8 GB 2933 MHz
Memory,CORSAIR,Vengeance LPX (Black) 8 GB 3200 MHz,,Y,110,37,28,1,1.15,PC,,8,3200,DDR4,1.35,8,1,13.8,Vengeance LPX (Black),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 8 GB 3200 MHz
Memory,CORSAIR,Vengeance LPX (Black) 8 GB 3600 MHz,,Y,120,40,28,1,1.15,PC,,8,3600,DDR4,1.35,8,1,15.0,Vengeance LPX (Black),,1.65,3852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 8 GB 3600 MHz
Memory,CORSAIR,Vengeance LPX (Black) 8 GB 4000 MHz,,Y,140,47,28,1,1.15,PC,,8,4000,DDR4,1.35,8,1,17.5,Vengeance LPX (Black),,1.65,4280,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 8 GB 4000 MHz
Memory,CORSAIR,Vengeance LPX (Black) 8 GB 4333 MHz,,Y,200,67,28,1,1.15,PC,,8,4333,DDR4,1.35,8,1,25.0,Vengeance LPX (Black),,1.65,4636,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLACK,CORSAIR Vengeance LPX (Black) 8 GB 4333 MHz
Memory,CORSAIR,Vengeance LPX (Blue) 4 GB 2133 MHz,,Y,35,12,28,1,1.15,PC,,4,2133,DDR4,1.35,4,1,8.8,Vengeance LPX (Blue),,1.65,2282,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLUE,CORSAIR Vengeance LPX (Blue) 4 GB 2133 MHz
Memory,CORSAIR,Vengeance LPX (Blue) 4 GB 2400 MHz,,Y,40,13,28,1,1.15,PC,,4,2400,DDR4,1.35,4,1,10.0,Vengeance LPX (Blue),,1.65,2568,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLUE,CORSAIR Vengeance LPX (Blue) 4 GB 2400 MHz
Memory,CORSAIR,Vengeance LPX (Blue) 4 GB 2666 MHz,,Y,45,15,28,1,1.15,PC,,4,2666,DDR4,1.35,4,1,11.3,Vengeance LPX (Blue),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLUE,CORSAIR Vengeance LPX (Blue) 4 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (Blue) 4 GB 2800 MHz,,Y,50,17,28,1,1.15,PC,,4,2800,DDR4,1.35,4,1,12.5,Vengeance LPX (Blue),,1.65,2996,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLUE,CORSAIR Vengeance LPX (Blue) 4 GB 2800 MHz
Memory,CORSAIR,Vengeance LPX (Blue) 4 GB 3000 MHz,,Y,55,18,28,1,1.15,PC,,4,3000,DDR4,1.35,4,1,13.8,Vengeance LPX (Blue),,1.65,3210,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLUE,CORSAIR Vengeance LPX (Blue) 4 GB 3000 MHz
Memory,CORSAIR,Vengeance LPX (Blue) 8 GB 2400 MHz,,Y,70,23,28,1,1.15,PC,,8,2400,DDR4,1.35,8,1,8.8,Vengeance LPX (Blue),,1.65,2568,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLUE,CORSAIR Vengeance LPX (Blue) 8 GB 2400 MHz
Memory,CORSAIR,Vengeance LPX (Blue) 8 GB 2666 MHz,,Y,80,27,28,1,1.15,PC,,8,2666,DDR4,1.35,8,1,10.0,Vengeance LPX (Blue),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLUE,CORSAIR Vengeance LPX (Blue) 8 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (Blue) 8 GB 3000 MHz,,Y,100,33,28,1,1.15,PC,,8,3000,DDR4,1.35,8,1,12.5,Vengeance LPX (Blue),,1.65,3210,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_BLUE,CORSAIR Vengeance LPX (Blue) 8 GB 3000 MHz
Memory,CORSAIR,Vengeance LPX (Cool Gray) 16 GB 3000 MHz,,Y,190,63,28,1,1.15,PC,,16,3000,DDR4,1.35,16,1,11.9,Vengeance LPX (Cool Gray),,1.65,3210,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_COOL_GREY,CORSAIR Vengeance LPX (Cool Gray) 16 GB 3000 MHz
Memory,CORSAIR,Vengeance LPX (Cool Gray) 16 GB 3200 MHz,,Y,210,70,28,1,1.15,PC,,16,3200,DDR4,1.35,16,1,13.1,Vengeance LPX (Cool Gray),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_COOL_GREY,CORSAIR Vengeance LPX (Cool Gray) 16 GB 3200 MHz
Memory,CORSAIR,Vengeance LPX (Cool Gray) 8 GB 3000 MHz,,Y,100,33,28,1,1.15,PC,,8,3000,DDR4,1.35,8,1,12.5,Vengeance LPX (Cool Gray),,1.65,3210,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_COOL_GREY,CORSAIR Vengeance LPX (Cool Gray) 8 GB 3000 MHz
Memory,CORSAIR,Vengeance LPX (Cool Gray) 8 GB 3200 MHz,,Y,110,37,28,1,1.15,PC,,8,3200,DDR4,1.35,8,1,13.8,Vengeance LPX (Cool Gray),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_COOL_GREY,CORSAIR Vengeance LPX (Cool Gray) 8 GB 3200 MHz
Memory,CORSAIR,Vengeance LPX (Red) 16 GB 2400 MHz,,Y,130,43,28,1,1.15,PC,,16,2400,DDR4,1.35,16,1,8.1,Vengeance LPX (Red),,1.65,2568,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 16 GB 2400 MHz
