Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,Type,No Fan,Air Flow,AM4,LGA 1151 (Skylake),LGA 1151 (Kaby Lake),LGA 1151 (Coffee Lake),LGA 1200,TR4,sTRX4,LGA 2066,AM3+,FM2,FM2+,LGA 2011-V3,LGA 2566,LGA 3647-V1,LGA 3647-V3,LGA 4189,LGA 4189 (2P),LGA 4926,LGA 5903,SP3r1,SP3r2,SP6,LGA 3647-V3 (2P),LGA 3647-V3 (4P),LGA 3647-V3 (8P),LGA 4926 (2P),LGA 5903 (2P),SP3r1 (2P),SP3r2 (2P),SP6 (2P),CPU Socket List,CPU Socket List (HEM),Height,Size,Slots,Thickness,Air Pressure,DLC2 Random Jobs,Exclude From Random Jobs,Asset Path,Full Part Name
CPU Cooler - Air,Cryorig,H7 Quad Lumi,,Y,60,20,4,1,1.0,,RGB,Air Cooler,,49.0,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,",145,,,,1.65,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/H7_QL,Cryorig H7 Quad Lumi,Cryorig H7 Quad Lumi
CPU Cooler - Air,Cryorig,M9a,,Y,20,7,1,1,1.0,,,Air Cooler,,48.4,Y,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+,","AM3+, AM4, FM2, FM2+,",125,,,,3.1,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/M9a,Cryorig M9a,Cryorig M9a
CPU Cooler - Air,Cryorig,M9i,,Y,20,7,1,1,1.0,,,Air Cooler,,48.4,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,"LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,","LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,",125,,,,3.1,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/M9i,Cryorig M9i,Cryorig M9i
CPU Cooler - Air,Cryorig,R1 Ultimate,,Y,90,30,11,50,1.0,,,Air Cooler,,76.0,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",169,,,,1.44,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Ultimate,Cryorig R1 Ultimate,Cryorig R1 Ultimate
CPU Cooler - Air,Cryorig,R1 Universal,,Y,90,30,11,1,1.0,,,Air Cooler,,65.0,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",169,,,,1.49,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Universal,Cryorig R1 Universal,Cryorig R1 Universal
CPU Cooler - Air,Deepcool,GAMMAXX 400 (Blue),,Y,25,8,22,40,1.0,,Blue,Air Cooler,,53.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_400,Deepcool GAMMAXX 400 (Blue),Deepcool GAMMAXX 400 (Blue)
CPU Cooler - Air,Deepcool,GAMMAXX C40,,Y,30,10,22,20,1.0,,,Air Cooler,,80.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",137,,,,2.31,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_C40,Deepcool GAMMAXX C40,Deepcool GAMMAXX C40
CPU Cooler - Air,Deepcool,GAMMAXX GT,,Y,45,15,22,60,1.0,,RGB,Air Cooler,,60.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",156,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_GT,Deepcool GAMMAXX GT,Deepcool GAMMAXX GT
CPU Cooler - Air,EVGA,ACX mITX,,Y,40,13,10,1,1.10,PC,,Air Cooler,,30.0,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,"LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,","LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,",140,,,,1.0,,Y,v1_10_0/Prefabs/CoolingSystems/AirCoolers/EVGA/AC_EVGA_ACX_mITX,EVGA ACX mITX,EVGA ACX mITX
CPU Cooler - Air,GamerStorm,ASSASSIN III,,Y,130,43,29,80,1.11,,,Air Cooler,,100.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, SP3r1, SP3r2, SP6,",165,,,,,,,v1_11_0/Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_GamerStorm_ASSASSIN_Ⅲ,GamerStorm ASSASSIN III,GamerStorm ASSASSIN III
CPU Cooler - Air,GamerStorm,Fryzen,,Y,130,43,29,20,1.0,,RGB,Air Cooler,,100.0,Y,,,,,Y,Y,,Y,Y,Y,,,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, TR4, sTRX4, SP3r1, SP3r2, SP6,",165,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_Deepcool_Fryzen,GamerStorm Fryzen,GamerStorm Fryzen
CPU Cooler - Air,GIGABYTE,ATC700,,Y,80,27,11,80,1.0,,RGB,Air Cooler,,100.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",169,,,,,,,Prefabs/CoolingSystems/AirCoolers/Gigabyte/AC_Gigabyte_ATC700,GIGABYTE ATC700,GIGABYTE ATC700
CPU Cooler - Air,Mortoni,Thermal 100,,Y,10,3,1,1,1.0,,,Air Cooler,,30.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",40,,,,1.0,,,Prefabs/Generic/Fan,Mortoni Thermal 100,Mortoni Thermal 100
CPU Cooler - Air,Raijintek,DELOS RBW,,Y,83,28,10,80,1.2,,RGB,Air Cooler,,100.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",136,,,,,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_DELOS_RBW,Raijintek DELOS RBW,Raijintek DELOS RBW
CPU Cooler - Air,Raijintek,ELEOS RBW,,Y,20,7,30,70,1.14,,RGB,Air Cooler,,52.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",140,,,,1.9,,,v1_14_0/Prefabs/CoolingSystems/AirCoolers/RAIJINTEK/AC_RAIJINTEK_ELEOS_RBW,Raijintek ELEOS RBW,Raijintek ELEOS RBW
CPU Cooler - Air,Raijintek,Ereboss,,Y,55,18,12,65,1.0,,,Air Cooler,,56.55,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",160,,,,1.24,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Ereboss,Raijintek Ereboss,Raijintek Ereboss
CPU Cooler - Air,Raijintek,JUNO PRO RBW,,Y,24,8,10,50,1.2,,RGB,Air Cooler,,40.0,Y,Y,Y,Y,Y,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,","AM3+, AM4, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,",66,,,,1.16,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_JUNO_PRO_RBW,Raijintek JUNO PRO RBW,Raijintek JUNO PRO RBW
CPU Cooler - Air,Raijintek,LETO PRO RGB,,Y,70,23,11,1,1.0,,RGB,Air Cooler,,100.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_LetoProRGB,Raijintek LETO PRO RGB,Raijintek LETO PRO RGB
CPU Cooler - Air,Raijintek,MYA RBW,,Y,90,30,10,70,1.2,,RGB,Air Cooler,,70.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",163,,,,0.67,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_MYA RBW,Raijintek MYA RBW,Raijintek MYA RBW
CPU Cooler - Air,Raijintek,PALLAS 120,,Y,70,23,10,60,1.2,,,Air Cooler,,45.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",68,,,,0.67,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_PALLAS_120_SERIES,Raijintek PALLAS 120,Raijintek PALLAS 120
CPU Cooler - Air,Raijintek,Themis Evo,,Y,35,12,2,30,1.0,,,Air Cooler,,65.58,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,",165,,,,2.24,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/THEMIS Evo,Raijintek Themis Evo,Raijintek Themis Evo
CPU Cooler - Air,Raijintek,Tisis,,Y,70,23,18,16,1.0,,,Air Cooler,,70.2,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",167,,,,0.9,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Tisis,Raijintek Tisis,Raijintek Tisis
CPU Cooler - Air,SilverStone,AR07,,Y,95,32,14,50,1.0,,,Air Cooler,,93.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",163,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/AR07,SilverStone AR07,SilverStone AR07
CPU Cooler - Air,SilverStone,AR08,,Y,40,13,4,1,1.0,,,Air Cooler,,49.5,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",134,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/AR08,SilverStone AR08,SilverStone AR08
CPU Cooler - Air,SilverStone,HE01,,Y,80,27,16,53,1.0,,,Air Cooler,,171.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",161,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/HE01,SilverStone HE01,SilverStone HE01
CPU Cooler - Air,SilverStone,HE02,,Y,75,25,16,31,1.0,,,Air Cooler,Y,70.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",160,,,,,,Y,Prefabs/CoolingSystems/AirCoolers/SilverStone/HE02,SilverStone HE02,SilverStone HE02
CPU Cooler - Air,SilverStone,NT06-PRO,,Y,60,20,12,70,1.0,,,Air Cooler,,73.969,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",102,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/NT06-PRO,SilverStone NT06-PRO,SilverStone NT06-PRO
CPU Cooler - Air,Thermaltake,Engine 27 1U Low-Profile,,Y,85,28,8,50,1.0,,,Air Cooler,,40.0,,Y,Y,Y,Y,,,,,,,,,Y,Y,Y,,Y,,,,,,,,,,,,,"LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,","LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",27,,,,,,,Prefabs/CoolingSystems/AirCoolers/Thermaltake/Thermaltake_Engine27_1U_LowProfile,Thermaltake Engine 27 1U Low-Profile,Thermaltake Engine 27 1U Low-Profile
CPU Cooler - Air,Thermaltake,Riing Silent 12 RGB Sync Edition,,Y,50,17,19,30,1.0,,RGB,Air Cooler,,53.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",159,,,,1.23,,,Prefabs/CoolingSystems/AirCoolers/Thermaltake/Thermaltake_RiingSilent12,Thermaltake Riing Silent 12 RGB Sync Edition,Thermaltake Riing Silent 12 RGB Sync Edition
CPU Cooler - Liquid,ADATA,XPG LEVANTE 240,,Y,150,50,27,50,1.9,PC,RGB,Liquid Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",36,240.0,2.0,0.265,,,,v1_9_0/Prefabs/CoolingSystems/LiquidCoolers/ADATA/LC_ADATA_XPG_Levante,ADATA XPG LEVANTE 240,ADATA XPG LEVANTE 240
CPU Cooler - Liquid,ADATA,XPG LEVANTE 360,,Y,200,67,27,50,1.12,PC,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",36,360.0,3.0,0.265,,,,v1_12_0/Prefabs/CoolingSystems/LiquidCoolers/ADATA/LC_ADATA_XPG_LEVANTE_360,ADATA XPG LEVANTE 360,ADATA XPG LEVANTE 360
CPU Cooler - Liquid,Alphacool,Eisbaer 420 CPU,,Y,205,68,33,1,1.15,PC,RGB,Liquid Cooler,,160.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",30,420.0,3.0,0.265,1.66,,,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/Alphacool/LC_Eisbaer_420_CPU,Alphacool Eisbaer 420 CPU,Alphacool Eisbaer 420 CPU
CPU Cooler - Liquid,Alphacool,Eisbaer Aurora 240 CPU,,Y,120,40,33,1,1.15,PC,RGB,Liquid Cooler,,115.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,",69,240.0,2.0,0.265,2.0,,,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/Alphacool/LC_Eisbaer_Aurora_240_CPU,Alphacool Eisbaer Aurora 240 CPU,Alphacool Eisbaer Aurora 240 CPU
CPU Cooler - Liquid,Alphacool,Eisbaer Aurora 280 CPU,,Y,130,43,33,1,1.15,PC,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,",69,280.0,2.0,0.265,1.6,,,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/Alphacool/LC_Eisbaer_Aurora_280_CPU,Alphacool Eisbaer Aurora 280 CPU,Alphacool Eisbaer Aurora 280 CPU
CPU Cooler - Liquid,Alphacool,Eisbaer Aurora 360 CPU,,Y,140,47,33,1,1.15,PC,RGB,Liquid Cooler,,150.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,",69,360.0,3.0,0.265,2.0,,,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/Alphacool/LC_Eisbaer_Aurora_360_CPU,Alphacool Eisbaer Aurora 360 CPU,Alphacool Eisbaer Aurora 360 CPU
