Part Type,Chipset Brand,Chipset Series,Chipset,Manufacturer,Part Name,HEM,In Shop,Part Ranking Score,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,VRAM (GB),GPU Tuner Min Core Freq,Base Core Freq,OC Base Core Freq,Max Core Freq,GPU Tuner Min Mem Freq,Base Mem Freq,OC Base Mem Freq,Max Mem Freq,Length,Wattage,Multi-GPU,Slot Size,GPU Thermal Throttling,GPU % Power Increase,Power Connectors,Rigid SLI Bridge Model,Score to value ratio,Target STV ratio,Single GPU Graphics Score,Double GPU Graphics Score,Dual GPU performance increase,OC Single GPU score,OC Double GPU score,GT1 Single Core Clock Multiplier,GT1 Single Mem Clock Multiplier,GT1 Single Benchmark Adjustment,GT2 Single Core Clock Multiplier,GT2 Single Mem Clock Multiplier,GT2 Single Benchmark Adjustment,GT1 Dual Core Clock Multiplier,GT1 Dual Mem Clock Multiplier,GT1 Dual Benchmark Adjustment,GT2 Dual Core Clock Multiplier,GT2 Dual Mem Clock Multiplier,GT2 Dual Benchmark Adjustment,Normal GPU max clock,Normal GPU Max mem clock,Boost Multiplier,Score increase,Is AIO,Next Part ID In Combo,Exclude From Random Jobs,DLC2 Random Jobs,Chipset Series Sort,Asset Path,Full Part Name
GPU - Water,NVIDIA GeForce,GTX 1000,GeForce GTX 1080,NVIDIA,GeForce GTX 1080 | EKWB EK-FC Plexi,,Y,4474,805,268,16,90,1.0,,,8,1066,1733,2129,2400,-398,1251,2308,2900,258,180,SLI,2.0,95,20,8-pin,GTX,8.6,,6896,12837,1.861513921113689,,,0.016172,0.012984,0.4788,0.016296,0.01078,-2.06271,0.047004,0.01229,-12.7896,0.047961,0.003139,-13.7882,2030.0,2200.0,4.9,5.0,,,,,103,Prefabs/GPU/EKWB/EKWB_Watercooled_1080_GPU_Clear,NVIDIA GeForce GTX 1080 | EKWB EK-FC Plexi,NVIDIA GeForce GTX 1080 | EKWB EK-FC Plexi
GPU - Water,NVIDIA GeForce,GTX 1000,GeForce GTX 1080,NVIDIA,GeForce GTX 1080 | EKWB EK-FC Plexi RGB,,Y,4474,855,285,23,15,1.0,,RGB,8,1066,1733,2129,2400,-398,1251,2308,2900,258,180,SLI,2.0,95,20,8-pin,GTX,8.1,,6896,12837,1.861513921113689,,,0.016172,0.012984,0.4788,0.016296,0.01078,-2.06271,0.047004,0.01229,-12.7896,0.047961,0.003139,-13.7882,2030.0,2200.0,4.9,5.0,,,,,103,Prefabs/GPU/EKWB/EKWB_Watercooled_1080_GPU_RGB,NVIDIA GeForce GTX 1080 | EKWB EK-FC Plexi RGB,NVIDIA GeForce GTX 1080 | EKWB EK-FC Plexi RGB
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,ASUS,ROG Strix GeForce GTX 1080 Ti OC Edition,,Y,5651,870,290,21,40,1.0,,RGB,11,1166,1683,2012,2200,-48,1376,2300,2800,298,250,SLI,2.5,95,20,8-pin + 8-pin,GTX,10.0,10.0,8696,16945,1.9485970561177552,12546.0,25563.0,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,,,,103,Prefabs/GPU/ASUS/ASUS_1080Ti_OC,ASUS ROG Strix GeForce GTX 1080 Ti OC Edition,ASUS ROG Strix GeForce GTX 1080 Ti OC Edition
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,EVGA,GeForce GTX 1080 Ti GAMING,,Y,5394,825,275,21,1,1.0,,White,11,864,1582,2012,2300,-48,1376,2300,2800,270,250,SLI,2.0,95,20,8-pin + 6-pin,GTX,10.0,10.0,8266,16213,1.9614081780788772,12546.0,25563.0,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,,,,103,Prefabs/GPU/EVGA/EVGA_GTX_1080_Ti_Gaming,EVGA GeForce GTX 1080 Ti GAMING,EVGA GeForce GTX 1080 Ti GAMING
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,EVGA,GeForce GTX 1080 Ti K|NGP|N GAMING,,Y,5682,875,292,21,90,1.0,,RGB,11,1190,1695,2012,2200,-48,1376,2300,2800,300,250,SLI,2.0,95,20,8-pin + 8-pin,GTX,10.0,10.0,8747,17032,1.9471818909340346,12546.0,25563.0,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,,,,103,Prefabs/GPU/EVGA/EVGA_GTX_1080_Ti_KingPin_Gaming,EVGA GeForce GTX 1080 Ti K|NGP|N GAMING,EVGA GeForce GTX 1080 Ti K|NGP|N GAMING
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,GIGABYTE,AORUS GeForce GTX 1080 Ti 11G,,Y,5715,880,293,21,15,1.0,,RGB,11,1216,1708,2012,2200,-48,1376,2300,2800,293,250,SLI,2.0,95,20,8-pin + 8-pin,GTX,10.0,10.0,8803,17127,1.9455867317959787,12546.0,25563.0,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,,,,103,Prefabs/GPU/GigaByte/GigaByte_AORUS_GTX1080Ti_11GB,GIGABYTE AORUS GeForce GTX 1080 Ti 11G,GIGABYTE AORUS GeForce GTX 1080 Ti 11G
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,GIGABYTE,AORUS GeForce GTX 1080 Ti Xtreme Edition 11G,,Y,5904,910,303,21,80,1.0,,RGB,11,1292,1746,2012,2200,62,1431,2300,2800,293,250,SLI,2.5,95,20,8-pin + 8-pin,GTX,10.0,10.0,9110,17777,1.9513721185510429,12546.0,25563.0,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,,,,103,Prefabs/GPU/GigaByte/GigaByte_AORUS_1080Ti_ExtremeEd,GIGABYTE AORUS GeForce GTX 1080 Ti Xtreme Edition 11G,GIGABYTE AORUS GeForce GTX 1080 Ti Xtreme Edition 11G
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,MSI,GeForce GTX 1080 Ti GAMING 11G,,Y,5492,805,268,21,30,1.0,,RGB,11,940,1620,2012,2300,-46,1377,2300,2800,290,250,SLI,2.5,95,20,8-pin + 8-pin,GTX,10.0,10.5,8431,16495,1.9564701696121456,12546.0,25563.0,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,,,,103,Prefabs/GPU/MSI/GTX1080Ti,MSI GeForce GTX 1080 Ti GAMING 11G,MSI GeForce GTX 1080 Ti GAMING 11G
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,MSI,GeForce GTX 1080 Ti GAMING X 11G,,Y,5675,830,277,21,60,1.0,,RGB,11,1166,1683,2012,2200,-20,1390,2300,2800,290,250,SLI,2.5,95,20,8-pin + 8-pin,GTX,10.0,10.5,8733,17041,1.9513340203824574,12546.0,25563.0,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,,,,103,Prefabs/GPU/MSI/GTX1080Ti,MSI GeForce GTX 1080 Ti GAMING X 11G,MSI GeForce GTX 1080 Ti GAMING X 11G
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,NVIDIA,GeForce GTX 1080 Ti Founders Edition,,Y,5394,870,290,21,1,1.0,,Green,11,864,1582,2012,2300,-48,1376,2300,2800,267,250,SLI,2.0,95,20,8-pin + 6-pin,GTX,9.5,10.0,8266,16213,1.9614081780788772,12546.0,25563.0,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,,,,103,Prefabs/GPU/NVidia/GPU_Nvidia_GeForceGTX_1080Ti,NVIDIA GeForce GTX 1080 Ti Founders Edition,NVIDIA GeForce GTX 1080 Ti Founders Edition
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,ZOTAC,GeForce GTX 1080 Ti AMP Extreme,,Y,5885,910,303,21,70,1.0,,RGB,11,1318,1759,2012,2200,0,1400,2300,2800,325,250,SLI,2.5,95,20,8-pin + 8-pin,GTX,10.0,10.0,9084,17660,1.9440774988991634,12546.0,25563.0,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,,,,103,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_1080TI_AmpExtreme,ZOTAC GeForce GTX 1080 Ti AMP Extreme,ZOTAC GeForce GTX 1080 Ti AMP Extreme
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,ZOTAC,GeForce GTX 1080 Ti Mini,,Y,5491,840,280,21,20,1.0,,White,11,940,1620,2012,2300,-48,1376,2300,2800,211,250,SLI,2.0,95,20,8-pin + 8-pin,GTX,10.0,10.0,8428,16489,1.956454674893213,12546.0,25563.0,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,,,,103,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_GTX_1080Ti_mini,ZOTAC GeForce GTX 1080 Ti Mini,ZOTAC GeForce GTX 1080 Ti Mini
GPU - Water,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,NVIDIA,GeForce GTX 1080 Ti | EKWB EK-FC Acetal,,Y,5394,955,318,21,90,1.0,,,11,764,1582,2099,2400,-248,1376,2399,3000,258,250,SLI,2.0,95,20,8-pin + 6-pin,GTX,8.7,,8266,16213,1.9614081780788772,,,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,2012.0,2300.0,4.3,5.0,,,,,103,Prefabs/GPU/EKWB/EKWB_Watercooled_1080tiGPU_Silver,NVIDIA GeForce GTX 1080 Ti | EKWB EK-FC Acetal,NVIDIA GeForce GTX 1080 Ti | EKWB EK-FC Acetal
GPU - Water,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,NVIDIA,GeForce GTX 1080 Ti | EKWB EK-FC Plexi,,Y,5394,955,318,21,90,1.0,,,11,764,1582,2099,2400,-248,1376,2399,3000,258,250,SLI,2.0,95,20,8-pin + 6-pin,GTX,8.7,,8266,16213,1.9614081780788772,,,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,2012.0,2300.0,4.3,5.0,,,,,103,Prefabs/GPU/EKWB/EKWB_Watercooled_1080tiGPU_Clear,NVIDIA GeForce GTX 1080 Ti | EKWB EK-FC Plexi,NVIDIA GeForce GTX 1080 Ti | EKWB EK-FC Plexi
GPU - Water,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,NVIDIA,GeForce GTX 1080 Ti | EKWB EK-FC Plexi RGB,,Y,5394,1005,335,23,75,1.0,,RGB,11,764,1582,2099,2400,-248,1376,2399,3000,258,250,SLI,2.0,95,20,8-pin + 6-pin,GTX,8.2,,8266,16213,1.9614081780788772,,,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,2012.0,2300.0,4.3,5.0,,,,,103,Prefabs/GPU/EKWB/EKWB_Watercooled_1080tiGPU_RGB,NVIDIA GeForce GTX 1080 Ti | EKWB EK-FC Plexi RGB,NVIDIA GeForce GTX 1080 Ti | EKWB EK-FC Plexi RGB
GPU,NVIDIA GeForce,GTX 1600,GeForce GTX 1650,EVGA,GeForce GTX 1650 XC ULTRA BLACK GAMING,,Y,1794,210,70,29,1,1.10,PC,,4,1230,1665,1900,2100,1600,2000,2200,2400,202,75,,3.0,95,20,6-pin,,13.0,13.0,2730,0,,3380.0,0.0,0.014563261,0.002413,-11.12616518,0.01597381,0.001145815,-13.36121141,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,104,v1_10_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_GTX_1650_XC_Ultra_Black_Gaming,EVGA GeForce GTX 1650 XC ULTRA BLACK GAMING,EVGA GeForce GTX 1650 XC ULTRA BLACK GAMING
GPU,NVIDIA GeForce,GTX 1600,GeForce GTX 1660 Super,EVGA,GeForce GTX 1660 SUPER SC ULTRA BLACK GAMING,,Y,3379,420,140,29,1,1.10,PC,,6,1370,1785,2000,2200,1500,1750,1900,2000,202,125,,2.0,95,20,8-pin,,12.5,12.5,5239,0,,6428.0,0.0,0.035744325,0.0,-30.005476,0.03189,0.0,-26.6288,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,104,v1_10_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_GTX_1660_SUPER_SC_Ultra_Black_Gaming,EVGA GeForce GTX 1660 SUPER SC ULTRA BLACK GAMING,EVGA GeForce GTX 1660 SUPER SC ULTRA BLACK GAMING
GPU,NVIDIA GeForce,GTX 1600,GeForce GTX 1660 Ti,EVGA,GeForce GTX 1660 Ti XC,,Y,3864,475,158,29,10,1.11,PC,,6,1690,1845,1900,2000,700,1500,2000,2300,190,120,,3.0,95,20,8-pin,,12.5,12.5,5931,0,,6277.0,0.0,0.022363,0.001961,-5.55492,0.022115,0.0016,-9.21936,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,104,v1_11_0/Prefabs/GPU/EVGA/EVGA_GEFORCE_GTX_1660_TI_XC,EVGA GeForce GTX 1660 Ti XC,EVGA GeForce GTX 1660 Ti XC
GPU,NVIDIA GeForce,GTX 1600,GeForce GTX 1660 Ti,EVGA,GeForce GTX 1660 Ti XC ULTRA GAMING,,Y,3898,480,160,29,10,1.10,PC,,6,1720,1860,1900,2000,700,1500,2000,2300,268,120,,2.0,95,20,8-pin,,12.5,12.5,5985,0,,6277.0,0.0,0.022363,0.001961,-5.55492,0.022115,0.0016,-9.21936,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,104,v1_10_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_GTX_1660_Ti_XC_Ultra_Gaming,EVGA GeForce GTX 1660 Ti XC ULTRA GAMING,EVGA GeForce GTX 1660 Ti XC ULTRA GAMING
GPU,NVIDIA GeForce,GTX 1600,GeForce GTX 1660 Ti,ZOTAC,GeForce GTX 1660 Ti AMP,,Y,3898,540,180,29,1,1.6,PC,,6,1720,1860,1900,2000,700,1500,2000,2300,210,120,,2.5,95,20,8-pin,,11.1,11.0,5985,0,,6277.0,0.0,0.022363,0.001961,-5.55492,0.022115,0.0016,-9.21936,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,104,Prefabs/GPU/ZOTAC/GPU_GeForce_GTX1660TiAMP,ZOTAC GeForce GTX 1660 Ti AMP,ZOTAC GeForce GTX 1660 Ti AMP
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2060,Colorful,iGame GeForce RTX 2060 Ultra,,Y,4435,595,198,22,80,1.11,PC,RGB,6,1520,1710,1800,1900,1500,1750,1850,2000,310,160,,2.0,95,20,8-pin,RTX,11.5,11.5,6837,0,,7247.0,0.0,0.020379,0.007751,-4.05566,0.0195776,0.006437,-5.41838,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX_2060_Ultra,Colorful iGame GeForce RTX 2060 Ultra,Colorful iGame GeForce RTX 2060 Ultra
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2060,Colorful,iGame GeForce RTX 2060 Ultra OC-V,,Y,4527,605,202,22,80,1.11,PC,RGB,6,1610,1755,1800,1900,1500,1750,1850,2000,315,160,,2.5,95,20,8-pin + 8-pin,RTX,11.5,11.5,6984,0,,7247.0,0.0,0.020379,0.007751,-4.05566,0.0195776,0.006437,-5.41838,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX_2060_Ultra_OC-V,Colorful iGame GeForce RTX 2060 Ultra OC-V,Colorful iGame GeForce RTX 2060 Ultra OC-V
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2060,EVGA,GeForce RTX 2060 SC ULTRA GAMING,,Y,4527,605,202,22,1,1.9,PC,,6,1610,1755,1800,1900,1500,1750,1850,2000,268,160,,2.0,95,20,8-pin,,11.5,11.5,6984,0,,7247.0,0.0,0.020379,0.007751,-4.05566,0.0195776,0.006437,-5.41838,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_9_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2060_SC_Ultra_Gaming,EVGA GeForce RTX 2060 SC ULTRA GAMING,EVGA GeForce RTX 2060 SC ULTRA GAMING
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2060,NVIDIA,GeForce RTX 2060 Founders Edition,,Y,4374,590,197,22,1,1.4,PC,Green,6,1460,1680,1800,1900,1500,1750,1850,2000,229,160,,2.0,95,20,8-pin,,11.4,11.5,6738,0,,7247.0,0.0,0.020379,0.007751,-4.05566,0.0195776,0.006437,-5.41838,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,Prefabs/GPU/NVidia/GPU_Nvidia_RTX_2060,NVIDIA GeForce RTX 2060 Founders Edition,NVIDIA GeForce RTX 2060 Founders Edition
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,ASUS,ROG STRIX GeForce RTX 2060 SUPER Series,,Y,5382,750,250,28,1,1.6,PC,RGB,8,1620,1860,2000,2100,1500,1750,1900,2000,300,160,,2.5,95,20,8-pin + 8-pin,RTX,11.1,10.5,8334,0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,Prefabs/GPU/ASUS/GPU_ASUS_ROG_Strix_GeForce_RTX2060_Super,ASUS ROG STRIX GeForce RTX 2060 SUPER Series,ASUS ROG STRIX GeForce RTX 2060 SUPER Series
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,Colorful,iGame GeForce RTX 2060 SUPER Ultra-V,,Y,4680,630,210,28,80,1.11,PC,RGB,8,1100,1650,2000,2200,1500,1750,1900,2000,310,160,,2.5,95,20,8-pin + 8-pin,,11.5,11.5,7222,0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_COLORFUL_IGAME_GEFORCE_RTX_2060_SUPER_ULTRA-V,Colorful iGame GeForce RTX 2060 SUPER Ultra-V,Colorful iGame GeForce RTX 2060 SUPER Ultra-V
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,EVGA,GeForce RTX 2060 SUPER XC BLACK GAMING,,Y,4680,630,210,28,80,1.7,PC,RGB,8,1100,1650,2000,2200,1500,1750,1900,2000,270,160,,2.0,95,20,8-pin + 8-pin,,11.5,11.5,7222,0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_7_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2060_SuperXC_Black_Gaming,EVGA GeForce RTX 2060 SUPER XC BLACK GAMING,EVGA GeForce RTX 2060 SUPER XC BLACK GAMING
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,GIGABYTE,AORUS GeForce RTX 2060 SUPER 8G,,Y,5332,740,247,28,32,1.7,PC,RGB,8,1590,1845,2000,2100,1500,1750,1900,2000,290,160,,2.5,95,20,8-pin + 8-pin,RTX,11.2,11.0,8255,0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_7_0/Prefabs/GPU/GigaByte/GPU_Gigabyte_Aorus_RTX2060_Super,GIGABYTE AORUS GeForce RTX 2060 SUPER 8G,GIGABYTE AORUS GeForce RTX 2060 SUPER 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,GIGABYTE,GeForce RTX 2060 SUPER WINDFORCE OC 8G,,Y,4781,680,227,28,35,1.7,PC,,8,1160,1680,2000,2200,1500,1750,1900,2000,265,160,,2.0,95,20,8-pin,RTX,10.9,11.0,7381,0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_7_0/Prefabs/GPU/GigaByte/GPU_Gigabyte_GeForce_RTX_2060_Super_Windforce_OC8G,GIGABYTE GeForce RTX 2060 SUPER WINDFORCE OC 8G,GIGABYTE GeForce RTX 2060 SUPER WINDFORCE OC 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,MSI,GeForce RTX 2060 SUPER ARMOR OC,,Y,4781,615,205,28,60,1.9,PC,RGB,8,1160,1680,2000,2200,1500,1750,1900,2000,250,160,,2.0,95,20,8-pin,RTX,12.0,12.0,7381,0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2060_Super_Armor_OC,MSI GeForce RTX 2060 SUPER ARMOR OC,MSI GeForce RTX 2060 SUPER ARMOR OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,MSI,GeForce RTX 2060 SUPER GAMING X,,Y,4831,620,207,28,60,1.9,PC,,8,1190,1695,2000,2200,1500,1750,1900,2000,248,160,,2.5,95,20,8-pin,RTX,12.0,12.0,7460,0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2060_Super_Gaming_X,MSI GeForce RTX 2060 SUPER GAMING X,MSI GeForce RTX 2060 SUPER GAMING X
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,MSI,GeForce RTX 2060 SUPER Ventus GP OC,,Y,4731,610,203,28,60,1.9,PC,,8,1130,1665,2000,2200,1500,1750,1900,2000,232,160,,2.0,95,20,8-pin,RTX,12.0,12.0,7301,0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2060_Super_Ventus_GP_OC,MSI GeForce RTX 2060 SUPER Ventus GP OC,MSI GeForce RTX 2060 SUPER Ventus GP OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,ZOTAC,GAMING GeForce RTX 2060 SUPER Amp Extreme,,Y,4881,650,217,28,30,1.7,PC,RGB,8,1220,1710,2000,2200,1500,1750,1900,2000,308,160,,2.5,95,20,8-pin + 6-pin,,11.6,11.5,7540,0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2060_Super_AMP_Extreme,ZOTAC GAMING GeForce RTX 2060 SUPER Amp Extreme,ZOTAC GAMING GeForce RTX 2060 SUPER Amp Extreme
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,ZOTAC,GAMING GeForce RTX 2060 SUPER Mini,,Y,4781,615,205,28,30,1.7,PC,,8,1160,1680,2000,2200,1500,1750,1900,2000,229,160,,2.5,95,20,8-pin,,11.0,11.5,7381,0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2060_Super_Mini,ZOTAC GAMING GeForce RTX 2060 SUPER Mini,ZOTAC GAMING GeForce RTX 2060 SUPER Mini
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2070,Colorful,iGame GeForce RTX 2070 Ultra OC-V,,Y,5085,710,237,23,80,1.11,PC,RGB,8,1320,1710,1960,2100,1500,1750,1900,2000,315,175,,2.5,95,20,8-pin + 8-pin,RTX,11.0,11.0,7826,0,,9212.0,0.0,0.032361,0.00444,-12.2516,0.030916,0.002867,-12.9272,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX_2070_Ultra_OC-V,Colorful iGame GeForce RTX 2070 Ultra OC-V,Colorful iGame GeForce RTX 2070 Ultra OC-V
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2070,Colorful,iGame GeForce RTX 2070 Vulcan X OC-V,,Y,5425,760,253,23,80,1.11,PC,RGB,8,1530,1815,1960,2100,1500,1750,1900,2000,318,175,,2.5,95,20,8-pin + 8-pin,RTX,11.0,11.0,8372,0,,9212.0,0.0,0.032361,0.00444,-12.2516,0.030916,0.002867,-12.9272,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_IGame_GeForce_RTX_2070_Vulcan_X_OC_V,Colorful iGame GeForce RTX 2070 Vulcan X OC-V,Colorful iGame GeForce RTX 2070 Vulcan X OC-V
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2070,EVGA,GeForce RTX 2070 FTW3 ULTRA GAMING,,Y,5425,825,275,23,40,1.1,,RGB,8,1530,1815,1960,2100,1500,1750,1900,2000,302,175,,3.0,95,20,8-pin + 8-pin,,10.1,10.5,8372,0,,9212.0,0.0,0.032361,0.00444,-12.2516,0.030916,0.002867,-12.9272,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,Prefabs/GPU/EVGA/GPU_EVGA_GEFORCE_RTX_2070,EVGA GeForce RTX 2070 FTW3 ULTRA GAMING,EVGA GeForce RTX 2070 FTW3 ULTRA GAMING
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2070,GIGABYTE,AORUS GeForce RTX 2070 XTREME 8G,,Y,5433,830,277,23,80,1.1,,RGB,8,1530,1815,1960,2100,1536,1768,1900,2000,290,175,,2.5,95,20,8-pin + 8-pin,,10.1,10.5,8382,0,,9212.0,0.0,0.032361,0.00444,-12.2516,0.030916,0.002867,-12.9272,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,Prefabs/GPU/GigaByte/GPU_AUROS_RTX_2070,GIGABYTE AORUS GeForce RTX 2070 XTREME 8G,GIGABYTE AORUS GeForce RTX 2070 XTREME 8G
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2070,NVIDIA,GeForce RTX 2070 Founders Edition,,Y,4794,730,243,23,1,1.0,,Green,8,1040,1620,1960,2200,1500,1750,1900,2000,229,175,,2.0,95,20,8-pin,,10.1,10.5,7359,0,,9212.0,0.0,0.032361,0.00444,-12.2516,0.030916,0.002867,-12.9272,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,Prefabs/GPU/NVidia/GPU_Nvidia_RTX_2070,NVIDIA GeForce RTX 2070 Founders Edition,NVIDIA GeForce RTX 2070 Founders Edition
