Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Is DLC,Lighting,Size,Mini-ITX,Micro-ATX,S-ATX,E-ATX,XL-ATX,SSI-EEB,PSU ATX,PSU SFX,Max 120mm Radiators,Max 140mm Radiators,Max PSU length,Max GPU length,Max CPU Fan Height,Exclude From Random Jobs,Use For WC Jobs,DLC Epic Id,Is Open Bench,Case Fan Type 1 Count,Case Fan Type 1 Model,Case Fan Type 1 Decorator,Case Fan Type 2 Count,Case Fan Type 2 Model,Case Fan Type 2 Decorator,Case Fan Type 3 Count,Case Fan Type 3 Model,Case Fan Type 3 Decorator,Restricted GPU length,Inherent Cooling,Price of Case Fans,Price of Case Without Case Fans,DLC2 Random Jobs,Asset Path,Full Part Name
Case,Fractal Design,Define 7 Black,,Y,180,60,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,135,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Define_7_Black,Fractal Design Define 7 Black,Fractal Design Define 7 Black
Case,Fractal Design,Define 7 Clear TG Black,,Y,180,60,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,Y,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,135,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Define_7_Clear_Tempered_Glass_Black,Fractal Design Define 7 Clear TG Black,Fractal Design Define 7 Clear TG Black
Case,Fractal Design,Define 7 Clear TG White,,Y,180,60,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,Y,,,,3,Fractal Design Dynamic X2 GP-14 (White),,,,,,,,,0.0,45,135,,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Define_7_Clear_Tempered_Glass_White,Fractal Design Define 7 Clear TG White,Fractal Design Define 7 Clear TG White
Case,Fractal Design,Define 7 Compact,,Y,100,33,33,40,1.13,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,200.0,360,169,,,,,1,Fractal Design Dynamic X2 GP-12 (Black),,1.0,Fractal Design Dynamic X2 GP-14 (Black),,,,,,0.0,28,72,Exclude,v1_13_0/Prefabs/Cases/FractalDesign/CAS_Fractal_Design_Define_7_Compact_MS,Fractal Design Define 7 Compact,Fractal Design Define 7 Compact
Case,Fractal Design,Define 7 Compact Dark TG Black,,Y,100,33,33,40,1.13,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,200.0,360,169,,,,,1,Fractal Design Dynamic X2 GP-12 (Black),,1.0,Fractal Design Dynamic X2 GP-14 (Black),,,,,,0.0,28,72,Exclude,v1_13_0/Prefabs/Cases/FractalDesign/CAS_Fractal_Design_Define_7_Compact_Dark_Tempered_Glass_Black_MS,Fractal Design Define 7 Compact Dark TG Black,Fractal Design Define 7 Compact Dark TG Black
Case,Fractal Design,Define 7 Compact Dark TG Black Grill,,Y,100,33,33,40,1.13,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,200.0,360,169,,,,,1,Fractal Design Dynamic X2 GP-12 (Black),,1.0,Fractal Design Dynamic X2 GP-14 (Black),,,,,,0.0,28,72,Exclude,v1_13_0/Prefabs/Cases/FractalDesign/CAS_Fractal_Design_Define_7_Compact_Dark_Tempered_Glass_Black_Grilled_MS,Fractal Design Define 7 Compact Dark TG Black Grill,Fractal Design Define 7 Compact Dark TG Black Grill
Case,Fractal Design,Define 7 Compact Grill,,Y,100,33,33,40,1.13,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,200.0,360,169,,,,,1,Fractal Design Dynamic X2 GP-12 (Black),,1.0,Fractal Design Dynamic X2 GP-14 (Black),,,,,,0.0,28,72,Exclude,v1_13_0/Prefabs/Cases/FractalDesign/CAS_Fractal_Design_Define_7_Compact_Grilled_MS,Fractal Design Define 7 Compact Grill,Fractal Design Define 7 Compact Grill
Case,Fractal Design,Define 7 Compact Light TG Black,,Y,110,37,33,40,1.13,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,200.0,360,169,Y,,,,1,Fractal Design Dynamic X2 GP-12 (Black),,1.0,Fractal Design Dynamic X2 GP-14 (Black),,,,,,0.0,28,82,Exclude,v1_13_0/Prefabs/Cases/FractalDesign/CAS_Fractal_Design_Define_7_Compact_Light_Tempered_Glass_Black,Fractal Design Define 7 Compact Light TG Black,Fractal Design Define 7 Compact Light TG Black
Case,Fractal Design,Define 7 Compact Light TG Black Grill,,Y,110,37,33,40,1.13,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,200.0,360,169,Y,,,,1,Fractal Design Dynamic X2 GP-12 (Black),,1.0,Fractal Design Dynamic X2 GP-14 (Black),,,,,,0.0,28,82,Exclude,v1_13_0/Prefabs/Cases/FractalDesign/CAS_Fractal_Design_Define_7_Compact_Light_Tempered_Glass_Black_Grilled_MS,Fractal Design Define 7 Compact Light TG Black Grill,Fractal Design Define 7 Compact Light TG Black Grill
Case,Fractal Design,Define 7 Compact Light TG White,,Y,110,37,33,40,1.13,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,200.0,360,169,Y,,,,1,Fractal Design Dynamic X2 GP-12 (White),,1.0,Fractal Design Dynamic X2 GP-14 (White),,,,,,0.0,28,82,Exclude,v1_13_0/Prefabs/Cases/FractalDesign/CAS_Fractal_Design_Define_7_Compact_Light_Tempered_Glass_White_MS,Fractal Design Define 7 Compact Light TG White,Fractal Design Define 7 Compact Light TG White
Case,Fractal Design,Define 7 Compact Light TG White Grill,,Y,110,37,33,40,1.13,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,200.0,360,169,Y,,,,1,Fractal Design Dynamic X2 GP-12 (White),,1.0,Fractal Design Dynamic X2 GP-14 (White),,,,,,0.0,28,82,Exclude,v1_13_0/Prefabs/Cases/FractalDesign/CAS_Fractal_Design_Define_7_Compact_Light_Tempered_Glass_White_Grilled_MS,Fractal Design Define 7 Compact Light TG White Grill,Fractal Design Define 7 Compact Light TG White Grill
Case,Fractal Design,Define 7 Compact White,,Y,100,33,33,40,1.13,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,200.0,360,169,,,,,1,Fractal Design Dynamic X2 GP-12 (White),,1.0,Fractal Design Dynamic X2 GP-14 (White),,,,,,0.0,28,72,Exclude,v1_13_0/Prefabs/Cases/FractalDesign/CAS_Fractal_Design_Define_7_Compact_White_MS,Fractal Design Define 7 Compact White,Fractal Design Define 7 Compact White
Case,Fractal Design,Define 7 Compact White Grill,,Y,100,33,33,40,1.13,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,200.0,360,169,,,,,1,Fractal Design Dynamic X2 GP-12 (White),,1.0,Fractal Design Dynamic X2 GP-14 (White),,,,,,0.0,28,72,Exclude,v1_13_0/Prefabs/Cases/FractalDesign/CAS_Fractal_Design_Define_7_Compact_Grilled_White_MS,Fractal Design Define 7 Compact White Grill,Fractal Design Define 7 Compact White Grill
Case,Fractal Design,Define 7 Dark TG Gray,,Y,180,60,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,135,,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Define_7_Dark_Tempered_Glass_Gray,Fractal Design Define 7 Dark TG Gray,Fractal Design Define 7 Dark TG Gray
Case,Fractal Design,Define 7 Gray,,Y,180,60,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,135,,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Define_7_Gray,Fractal Design Define 7 Gray,Fractal Design Define 7 Gray
Case,Fractal Design,Define 7 Light TG Black,,Y,180,60,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,135,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Define_7_Light_Tempered_Glass_Black,Fractal Design Define 7 Light TG Black,Fractal Design Define 7 Light TG Black
Case,Fractal Design,Define 7 Light TG Gray,,Y,180,60,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,135,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Define_7_Light_Tempered_Glass_Gray,Fractal Design Define 7 Light TG Gray,Fractal Design Define 7 Light TG Gray
Case,Fractal Design,Define 7 White,,Y,180,60,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,,,,,3,Fractal Design Dynamic X2 GP-14 (White),,,,,,,,,0.0,45,135,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Define_7_White,Fractal Design Define 7 White,Fractal Design Define 7 White
Case,Fractal Design,Define 7 XL,,Y,210,70,33,1,1.12,,,,Full Tower,Y,Y,Y,Y,Y,Y,Y,,4,3,250.0,549,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,165,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Define_7_XL,Fractal Design Define 7 XL,Fractal Design Define 7 XL
Case,Fractal Design,Define 7 XL Dark TG,,Y,210,70,33,1,1.12,,,,Full Tower,Y,Y,Y,Y,Y,Y,Y,,4,3,250.0,549,185,Y,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,165,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Define_7_XL_Dark_Tempered_Glass_Black_MS,Fractal Design Define 7 XL Dark TG,Fractal Design Define 7 XL Dark TG
Case,Fractal Design,Define 7 XL Light TG,,Y,210,70,33,1,1.12,,,,Full Tower,Y,Y,Y,Y,Y,Y,Y,,4,3,250.0,549,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,165,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Define_7_XL_Tempered_Glass_Black,Fractal Design Define 7 XL Light TG,Fractal Design Define 7 XL Light TG
Case,Fractal Design,Define R5 Black,,Y,110,37,19,1,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,300.0,440,180,,Y,,,2,Fractal Design Dynamic X2 GP-14,,,,,,,,310.0,0.0,30,80,,Prefabs/Cases/Fractal Design/FractalDesign_Define_R5,Fractal Design Define R5 Black,Fractal Design Define R5 Black
Case,Fractal Design,Define R5 Black - Window,,Y,110,37,19,1,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,300.0,440,180,,Y,,,2,Fractal Design Dynamic X2 GP-14,,,,,,,,310.0,0.0,30,80,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R5_TG,Fractal Design Define R5 Black - Window,Fractal Design Define R5 Black - Window
Case,Fractal Design,Define R5 Blackout Edition,,Y,110,37,19,1,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,300.0,440,180,,Y,,,2,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,310.0,0.0,30,80,,Prefabs/Cases/Fractal Design/FractalDesign_Define_R5_Blackout,Fractal Design Define R5 Blackout Edition,Fractal Design Define R5 Blackout Edition
Case,Fractal Design,Define R5 Blackout Edition - Window,,Y,110,37,19,1,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,300.0,440,180,,Y,,,2,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,310.0,0.0,30,80,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R5_Blackout_TG,Fractal Design Define R5 Blackout Edition - Window,Fractal Design Define R5 Blackout Edition - Window
Case,Fractal Design,Define R5 Titanium,,Y,110,37,19,10,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,300.0,440,180,,Y,,,2,Fractal Design Dynamic X2 GP-14,,,,,,,,310.0,0.0,30,80,,Prefabs/Cases/Fractal Design/FractalDesign_Define_R5_Titanium,Fractal Design Define R5 Titanium,Fractal Design Define R5 Titanium
Case,Fractal Design,Define R5 Titanium - Window,,Y,110,37,19,10,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,300.0,440,180,,Y,,,2,Fractal Design Dynamic X2 GP-14,,,,,,,,310.0,0.0,30,80,,Prefabs/Cases/Fractal Design/FractalDesign_Define_R5_Titanium_TG,Fractal Design Define R5 Titanium - Window,Fractal Design Define R5 Titanium - Window
Case,Fractal Design,Define R5 White,,Y,110,37,19,1,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,300.0,440,180,,Y,,,2,Fractal Design Dynamic X2 GP-14,,,,,,,,310.0,0.0,30,80,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R5_White,Fractal Design Define R5 White,Fractal Design Define R5 White
Case,Fractal Design,Define R5 White - Window,,Y,110,37,19,1,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,300.0,440,180,,Y,,,2,Fractal Design Dynamic X2 GP-14,,,,,,,,310.0,0.0,30,80,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R5_White_TG,Fractal Design Define R5 White - Window,Fractal Design Define R5 White - Window
Case,Fractal Design,Define R5 White & Gold Limited Edition - Window,,Y,110,37,19,50,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,300.0,440,180,,Y,,,2,Fractal Design Dynamic X2 GP-14,,,,,,,,310.0,0.0,30,80,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R5_White_Gold,Fractal Design Define R5 White & Gold Limited Edition - Window,Fractal Design Define R5 White & Gold Limited Edition - Window
Case,Fractal Design,Define R6 Black,,Y,144,48,24,1,1.0,,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,,,,,3,Fractal Design Dynamic X2 GP-14,,,,,,,,,0.0,45,99,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R6,Fractal Design Define R6 Black,Fractal Design Define R6 Black
Case,Fractal Design,Define R6 Black TG,,Y,150,50,24,60,1.0,,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,,,,,3,Fractal Design Dynamic X2 GP-14,,,,,,,,,0.0,45,105,,Prefabs/Cases/Fractal Design/FractalDesign_Define_R6_TG,Fractal Design Define R6 Black TG,Fractal Design Define R6 Black TG
Case,Fractal Design,Define R6 Blackout,,Y,147,49,25,1,1.0,,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,102,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R6_Blackout,Fractal Design Define R6 Blackout,Fractal Design Define R6 Blackout
Case,Fractal Design,Define R6 Blackout TG,,Y,153,51,25,20,1.0,,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,108,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R6_Blackout_TG,Fractal Design Define R6 Blackout TG,Fractal Design Define R6 Blackout TG
Case,Fractal Design,Define R6 Gunmetal,,Y,132,44,25,40,1.0,,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,87,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R6_Gunmetal,Fractal Design Define R6 Gunmetal,Fractal Design Define R6 Gunmetal
Case,Fractal Design,Define R6 Gunmetal TG,,Y,143,48,25,60,1.0,,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,98,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R6_Gunmetal_TG,Fractal Design Define R6 Gunmetal TG,Fractal Design Define R6 Gunmetal TG
Case,Fractal Design,Define R6 White,,Y,125,42,24,20,1.0,,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,,,,,3,Fractal Design Dynamic X2 GP-14 (White),,,,,,,,,0.0,45,80,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R6_White,Fractal Design Define R6 White,Fractal Design Define R6 White
Case,Fractal Design,Define R6 White TG,,Y,150,50,24,40,1.0,,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,,,,,3,Fractal Design Dynamic X2 GP-14 (White),,,,,,,,,0.0,45,105,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Define_R6_White_TG,Fractal Design Define R6 White TG,Fractal Design Define R6 White TG
Case,Fractal Design,Focus G - Black,,Y,50,17,20,1,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,2,2,230.0,380,165,,Y,,,2,Fractal Design Dynamic X2 GP-12,,,,,,,,,0.0,26,24,,Prefabs/Cases/Fractal Design/FractalDesign_FocusG_Black,Fractal Design Focus G - Black,Fractal Design Focus G - Black
Case,Fractal Design,Focus G - Gunmetal Gray,,Y,60,20,20,15,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,2,2,230.0,380,165,,Y,,,2,Fractal Design Dynamic X2 GP-12,,,,,,,,,0.0,26,34,,Prefabs/Cases/Fractal Design/FractalDesign_FocusG_Grey,Fractal Design Focus G - Gunmetal Gray,Fractal Design Focus G - Gunmetal Gray
Case,Fractal Design,Focus G - Mystic Red,,Y,60,20,20,45,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,2,2,230.0,380,165,,Y,,,2,Fractal Design Dynamic X2 GP-12,,,,,,,,,0.0,26,34,,Prefabs/Cases/Fractal Design/FractalDesign_FocusG_Red,Fractal Design Focus G - Mystic Red,Fractal Design Focus G - Mystic Red
Case,Fractal Design,Focus G - Petrol Blue,,Y,60,20,20,30,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,2,2,230.0,380,165,,Y,,,2,Fractal Design Dynamic X2 GP-12,,,,,,,,,0.0,26,34,,Prefabs/Cases/Fractal Design/FractalDesign_FocusG_Blue,Fractal Design Focus G - Petrol Blue,Fractal Design Focus G - Petrol Blue
Case,Fractal Design,Focus G - White,,Y,50,17,20,1,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,2,2,230.0,380,165,,Y,,,2,Fractal Design Dynamic X2 GP-12,,,,,,,,,0.0,26,24,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_FocusG,Fractal Design Focus G - White,Fractal Design Focus G - White
Case,Fractal Design,Fractal Menu,,,0,0,0,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,-45,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/MENU_CAS_Fractal_Design_Meshify_2_Clear_Tempered_Glass,Fractal Design Fractal Menu,Fractal Design Fractal Menu
Case,Fractal Design,Meshify 2,,Y,110,37,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,65,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Meshify_2,Fractal Design Meshify 2,Fractal Design Meshify 2
Case,Fractal Design,Meshify 2 Clear TG,,Y,140,47,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,Y,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,95,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Meshify_2_Clear_Tempered_Glass,Fractal Design Meshify 2 Clear TG,Fractal Design Meshify 2 Clear TG
Case,Fractal Design,Meshify 2 Compact,,Y,140,47,33,1,1.12.1,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,3,165.0,360,169,,,,,2,Fractal Design Dynamic X2 GP-14 (Black),,1.0,Fractal Design Dynamic X2 GP-12 (Black),,,,,,0.0,43,97,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Meshify_2_Compact_MS,Fractal Design Meshify 2 Compact,Fractal Design Meshify 2 Compact
Case,Fractal Design,Meshify 2 Compact Clear TG White,,Y,140,47,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,3,165.0,360,169,,,,,2,Fractal Design Dynamic X2 GP-14 (Black),,1.0,Fractal Design Dynamic X2 GP-12 (Black),,,,,,0.0,43,97,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Meshify_2_Compact_Clear_Tempered_Glass_White,Fractal Design Meshify 2 Compact Clear TG White,Fractal Design Meshify 2 Compact Clear TG White
Case,Fractal Design,Meshify 2 Compact Dark TG Black,,Y,140,47,33,1,1.12.1,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,3,165.0,360,169,Y,,,,2,Fractal Design Dynamic X2 GP-14 (Black),,1.0,Fractal Design Dynamic X2 GP-12 (Black),,,,,,0.0,43,97,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Meshify_2_Compact_Dark_Tempered_Glass_Black_MS,Fractal Design Meshify 2 Compact Dark TG Black,Fractal Design Meshify 2 Compact Dark TG Black
Case,Fractal Design,Meshify 2 Compact Light TG Black,,Y,140,47,33,1,1.12.1,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,3,165.0,360,169,Y,,,,2,Fractal Design Dynamic X2 GP-14 (Black),,1.0,Fractal Design Dynamic X2 GP-12 (Black),,,,,,0.0,43,97,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Meshify_2_Compact_Light_Tempered_Glass_Black_MS,Fractal Design Meshify 2 Compact Light TG Black,Fractal Design Meshify 2 Compact Light TG Black
Case,Fractal Design,Meshify 2 Compact Light TG Grey,,Y,140,47,33,1,1.12.1,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,3,165.0,360,169,Y,,,,2,Fractal Design Dynamic X2 GP-14 (Black),,1.0,Fractal Design Dynamic X2 GP-12 (Black),,,,,,0.0,43,97,,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Meshify_2_Compact_Light_Tempered_Glass_Grey_MS,Fractal Design Meshify 2 Compact Light TG Grey,Fractal Design Meshify 2 Compact Light TG Grey
Case,Fractal Design,Meshify 2 Dark TG,,Y,140,47,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,95,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Meshify_2_Dark_Tempered_Glass,Fractal Design Meshify 2 Dark TG,Fractal Design Meshify 2 Dark TG
Case,Fractal Design,Meshify 2 Light TG,,Y,140,47,33,1,1.12,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,250.0,491,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,95,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Meshify_2_Light_Tempered_Glass,Fractal Design Meshify 2 Light TG,Fractal Design Meshify 2 Light TG
Case,Fractal Design,Meshify 2 XL Dark TG,,Y,180,60,33,1,1.12,,,,Full Tower,Y,Y,Y,Y,Y,Y,Y,,4,3,250.0,549,185,,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,135,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Meshify_2_XL_Light_Tempered_Glass_Black_MS,Fractal Design Meshify 2 XL Dark TG,Fractal Design Meshify 2 XL Dark TG
Case,Fractal Design,Meshify 2 XL Light TG,,Y,180,60,33,1,1.12,,,,Full Tower,Y,Y,Y,Y,Y,Y,Y,,4,3,250.0,549,185,Y,,,,3,Fractal Design Dynamic X2 GP-14 (Black),,,,,,,,,0.0,45,135,Exclude,v1_12_0/Prefabs/Cases/Fractal Design/CAS_Fractal_Design_Meshify_2_XL_Light_Tempered_Glass_Black,Fractal Design Meshify 2 XL Light TG,Fractal Design Meshify 2 XL Light TG
Case,Fractal Design,Meshify C,,Y,68,23,22,1,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,175.0,315,170,,Y,,,2,Fractal Design Dynamic X2 GP-12 (Black),,,,,,,,,0.0,26,42,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Meshify_C,Fractal Design Meshify C,Fractal Design Meshify C
Case,Fractal Design,Meshify C – Dark TG,,Y,90,30,22,40,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,175.0,315,170,,Y,,,2,Fractal Design Dynamic X2 GP-12 (Black),,,,,,,,,0.0,26,64,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Meshify_C_Dark_TG,Fractal Design Meshify C – Dark TG,Fractal Design Meshify C – Dark TG
Case,Fractal Design,Meshify C – TG,,Y,90,30,22,20,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,175.0,315,170,,Y,,,2,Fractal Design Dynamic X2 GP-12 (Black),,,,,,,,,0.0,26,64,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Meshify_C_TG,Fractal Design Meshify C – TG,Fractal Design Meshify C – TG
Case,Fractal Design,Meshify C White - TG,,Y,90,30,22,60,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,175.0,315,170,,Y,,,2,Fractal Design Dynamic X2 GP-12 (Black),,,,,,,,,0.0,26,64,Exclude,Prefabs/Cases/Fractal Design/FractalDesign_Meshify_C_White_TG,Fractal Design Meshify C White - TG,Fractal Design Meshify C White - TG
Case,Fractal Design,Node 202,,Y,85,28,29,80,1.0,,,,Micro,Y,,,,,,,Y,0,0,130.0,310,56,,,,,0,,,,,,,,,,0.0,0,85,,Prefabs/Cases/Fractal Design/FractalDesign_NODE202,Fractal Design Node 202,Fractal Design Node 202
Case,Fractal Design,Vector RS Dark TG,,Y,180,60,21,80,1.8,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,Y,,,,0,,,,,,,,,,0.0,0,180,,v1_8_0/Prefabs/Cases/Fractal Design/CAS_FractalDesign_Vector_RS_Dark,Fractal Design Vector RS Dark TG,Fractal Design Vector RS Dark TG
Case,Fractal Design,Vector RS Dark TG (Glass Lid),,Y,180,60,21,80,1.8,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,,,,,0,,,,,,,,,,0.0,0,180,,v1_8_0/Prefabs/Cases/Fractal Design/CAS_FractalDesign_Vector_RS_Dark_Glass,Fractal Design Vector RS Dark TG (Glass Lid),Fractal Design Vector RS Dark TG (Glass Lid)
Case,Fractal Design,Vector RS TG,,Y,180,60,21,80,1.8,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,Y,,,,0,,,,,,,,,,0.0,0,180,Exclude,v1_8_0/Prefabs/Cases/Fractal Design/CAS_FractalDesign_Vector_RS,Fractal Design Vector RS TG,Fractal Design Vector RS TG
